date,liabilities
"Dec. 31, 2019",236.19B
"Sept. 30, 2019",233.86B
"June 30, 2019",255.98B
"March 31, 2019",259.44B
"Dec. 31, 2018",259.59B
"Sept. 30, 2018",263.85B
"June 30, 2018",271.02B
"March 31, 2018",284.92B
"Dec. 31, 2017",295.75B
"Sept. 30, 2017",283.99B
"June 30, 2017",279.69B
"March 31, 2017",275.47B
"Dec. 31, 2016",287.69B
"Sept. 30, 2016",304.15B
"June 30, 2016",314.78B
"March 31, 2016",369.44B
"Dec. 31, 2015",392.93B
"Sept. 30, 2015",461.32B
"June 30, 2015",492.65B
"March 31, 2015",500.33B
"Dec. 31, 2014",518.12B
"Sept. 30, 2014",506.51B
"June 30, 2014",511.80B
"March 31, 2014",514.23B
"Dec. 31, 2013",519.78B
"Sept. 30, 2013",532.39B
"June 30, 2013",531.73B
"March 31, 2013",541.64B
"Dec. 31, 2012",556.53B
"Sept. 30, 2012",570.86B
"June 30, 2012",570.22B
"March 31, 2012",586.13B
"Dec. 31, 2011",600.06B
"Sept. 30, 2011",610.93B
"June 30, 2011",608.73B
"March 31, 2011",602.05B
"Dec. 31, 2010",623.60B
"Sept. 30, 2010",638.21B
"June 30, 2010",629.20B
"March 31, 2010",654.40B
"Dec. 31, 2009",656.76B
"Sept. 30, 2009",662.04B
"June 30, 2009",657.71B
"March 31, 2009",651.33B
"Dec. 31, 2008",684.16B
"Sept. 30, 2008",708.19B
"June 30, 2008",719.81B
"March 31, 2008",709.66B
"Dec. 31, 2007",672.12B
"Sept. 30, 2007",641.37B
"June 30, 2007",614.32B
"March 31, 2007",592.06B
"Dec. 31, 2006",577.68B
"Sept. 30, 2006",562.49B
"June 30, 2006",545.37B
"March 31, 2006",559.19B
"Dec. 31, 2005",555.92B
"Sept. 30, 2005",540.32B
"June 30, 2005",610.78B
"March 31, 2005",620.76B
"Dec. 31, 2004",627.08B
"Sept. 30, 2004",586.53B
"June 30, 2004",582.07B
"March 31, 2004",569.33B
"Dec. 31, 2003",562.27B
"Sept. 30, 2003",548.66B
"June 30, 2003",537.43B
"March 31, 2003",511.76B
"Dec. 31, 2002",506.06B
"Sept. 30, 2002",487.83B
"June 30, 2002",476.84B
"March 31, 2002",440.34B
"Dec. 31, 2001",434.98B
"Sept. 30, 2001",401.64B
"June 30, 2001",388.22B
"March 31, 2001",382.14B
"Dec. 31, 2000",381.58B
"Sept. 30, 2000",378.52B
"June 30, 2000",373.18B
"March 31, 2000",372.25B
"Dec. 31, 1999",357.43B
"Sept. 30, 1999",335.06B
"June 30, 1999",323.66B
"March 31, 1999",318.26B
"Dec. 31, 1998",312.78B
"Sept. 30, 1998",293.26B
"June 30, 1998",279.34B
"March 31, 1998",271.22B
"Dec. 31, 1997",265.89B
"Sept. 30, 1997",248.55B
"June 30, 1997",244.14B
"March 31, 1997",236.49B
"Dec. 31, 1996",238.27B
"Sept. 30, 1996",216.13B
"June 30, 1996",209.84B
"March 31, 1996",197.97B
"Dec. 31, 1995",195.47B
"Sept. 30, 1995",184.10B
"June 30, 1995",174.21B
"March 31, 1995",168.69B
"Dec. 31, 1994",166.25B
"Sept. 30, 1994",226.06B
"June 30, 1994",233.60B
"March 31, 1994",242.82B
"Dec. 31, 1993",224.03B
"Sept. 30, 1993",207.39B
"June 30, 1993",201.75B
"March 31, 1993",191.74B
"Dec. 31, 1992",168.07B
"Sept. 30, 1992",177.43B
"June 30, 1992",166.02B
"March 31, 1992",161.06B
"Dec. 31, 1991",145.36B
"Sept. 30, 1991",147.35B
"June 30, 1991",134.19B
"March 31, 1991",134.42B
"Dec. 31, 1990",130.99B
"Sept. 30, 1990",122.09B
"June 30, 1990",113.40B
"March 31, 1990",106.40B
"Dec. 31, 1989",106.45B
"Sept. 30, 1989",103.29B
"June 30, 1989",100.21B
"Dec. 31, 1988",92.40B
"Dec. 31, 1987",22.44B
"Dec. 31, 1986",19.48B
"Dec. 31, 1985",12.53B
"Dec. 31, 1984",12.16B
