date,capex_ttm
"Dec. 31, 2019",6.095B
"Sept. 30, 2019",6.816B
"June 30, 2019",7.184B
"March 31, 2019",6.817B
"Dec. 31, 2018",6.947B
"Sept. 30, 2018",6.121B
"June 30, 2018",6.974B
"March 31, 2018",7.383B
"Dec. 31, 2017",7.096B
"Sept. 30, 2017",8.328B
"June 30, 2017",8.462B
"March 31, 2017",7.992B
"Dec. 31, 2016",7.948B
"Sept. 30, 2016",8.389B
"June 30, 2016",7.916B
"March 31, 2016",8.147B
"Dec. 31, 2015",8.087B
"Sept. 30, 2015",6.964B
"June 30, 2015",6.664B
"March 31, 2015",5.269B
"Dec. 31, 2014",7.134B
"Sept. 30, 2014",1.602B
"June 30, 2014",3.23B
"March 31, 2014",6.471B
"Dec. 31, 2013",6.754B
"Sept. 30, 2013",14.75B
"June 30, 2013",15.04B
"March 31, 2013",15.48B
"Dec. 31, 2012",15.12B
"Sept. 30, 2012",14.09B
"June 30, 2012",13.40B
"March 31, 2012",12.75B
"Dec. 31, 2011",12.64B
"Sept. 30, 2011",14.46B
"June 30, 2011",13.35B
"March 31, 2011",11.69B
"Dec. 31, 2010",9.80B
"Sept. 30, 2010",7.216B
"June 30, 2010",7.166B
"March 31, 2010",7.35B
"Dec. 31, 2009",8.634B
"Sept. 30, 2009",10.33B
"June 30, 2009",12.40B
"March 31, 2009",14.85B
"Dec. 31, 2008",16.01B
"Sept. 30, 2008",17.17B
"June 30, 2008",16.93B
"March 31, 2008",16.77B
"Dec. 31, 2007",17.80B
"Sept. 30, 2007",17.43B
"June 30, 2007",17.73B
"March 31, 2007",17.61B
"Dec. 31, 2006",15.79B
"Sept. 30, 2006",14.57B
"June 30, 2006",14.62B
"March 31, 2006",13.76B
"Dec. 31, 2005",13.76B
"Sept. 30, 2005",13.36B
"June 30, 2005",12.80B
"March 31, 2005",13.47B
"Dec. 31, 2004",12.94B
"Sept. 30, 2004",12.47B
"June 30, 2004",11.98B
"March 31, 2004",10.18B
"Dec. 31, 2003",9.751B
"Sept. 30, 2003",11.75B
"June 30, 2003",12.07B
"March 31, 2003",12.57B
"Dec. 31, 2002",14.06B
"Sept. 30, 2002",13.62B
"June 30, 2002",14.71B
"March 31, 2002",17.35B
"Dec. 31, 2001",16.39B
"Sept. 30, 2001",16.04B
"June 30, 2001",15.58B
"March 31, 2001",14.29B
"Dec. 31, 2000",13.97B
"Sept. 30, 2000",16.41B
"June 30, 2000",16.78B
"March 31, 2000",16.02B
"Dec. 31, 1999",15.50B
"Sept. 30, 1999",2.606B
"June 30, 1999",7.108B
"March 31, 1999",7.279B
"Dec. 31, 1998",8.982B
"Sept. 30, 1998",17.39B
"June 30, 1998",11.29B
"March 31, 1998",10.00B
"Dec. 31, 1997",8.388B
"Sept. 30, 1997",8.167B
"June 30, 1997",7.968B
"March 31, 1997",7.793B
"Dec. 31, 1996",7.76B
"Sept. 30, 1996",6.744B
"June 30, 1996",6.322B
"March 31, 1996",6.539B
"Dec. 31, 1995",6.447B
"Sept. 30, 1995",8.015B
"June 30, 1995",8.767B
"March 31, 1995",7.891B
"Dec. 31, 1994",7.492B
"Sept. 30, 1994",5.766B
"June 30, 1994",3.444B
"March 31, 1994",4.925B
"Dec. 31, 1993",4.739B
"Sept. 30, 1993",4.26B
"June 30, 1993",6.65B
"March 31, 1993",5.059B
"Dec. 31, 1992",4.824B
"Sept. 30, 1992",4.866B
"June 30, 1992",3.642B
"March 31, 1992",3.632B
"Dec. 31, 1991",5.00B
"Sept. 30, 1991",6.284B
"June 30, 1991",6.099B
"March 31, 1991",5.845B
"Dec. 31, 1990",4.523B
"Sept. 30, 1990",2.687B
"June 30, 1990",1.70B
"March 31, 1990",843.00M
