date,sales_est_0y
"March 19, 2020",90.17B
"March 18, 2020",90.38B
"March 17, 2020",90.79B
"March 16, 2020",91.11B
"March 11, 2020",91.66B
"March 5, 2020",91.32B
"March 4, 2020",91.31B
"March 2, 2020",91.12B
"Feb. 28, 2020",90.70B
"Feb. 26, 2020",91.05B
"Feb. 14, 2020",91.25B
"Feb. 7, 2020",90.76B
"Feb. 3, 2020",91.84B
"Jan. 31, 2020",91.81B
"Jan. 30, 2020",91.81B
"Jan. 29, 2020",92.62B
"Jan. 23, 2020",92.04B
"Jan. 22, 2020",92.15B
"Jan. 17, 2020",92.20B
"Jan. 9, 2020",91.97B
"Dec. 31, 2019",92.78B
"Dec. 20, 2019",94.20B
"Dec. 17, 2019",95.98B
"Dec. 16, 2019",97.34B
"Dec. 12, 2019",97.06B
"Dec. 4, 2019",97.25B
"Dec. 3, 2019",97.03B
"Nov. 26, 2019",96.60B
"Nov. 25, 2019",96.60B
"Nov. 21, 2019",96.60B
"Nov. 5, 2019",96.58B
"Nov. 4, 2019",96.85B
"Nov. 1, 2019",97.12B
"Oct. 31, 2019",95.73B
"Oct. 30, 2019",94.39B
"Oct. 16, 2019",94.37B
"Oct. 10, 2019",95.00B
"Oct. 9, 2019",105.41B
"Oct. 7, 2019",116.28B
"Oct. 4, 2019",105.36B
"Oct. 3, 2019",94.44B
"Oct. 1, 2019",116.43B
"Sept. 23, 2019",116.43B
"Sept. 13, 2019",116.38B
"Sept. 4, 2019",116.38B
"Sept. 2, 2019",116.24B
"Aug. 23, 2019",116.24B
"Aug. 20, 2019",116.07B
"Aug. 16, 2019",116.25B
"Aug. 12, 2019",116.04B
"Aug. 2, 2019",115.96B
"Aug. 1, 2019",116.03B
"July 31, 2019",118.70B
"July 15, 2019",117.50B
"July 14, 2019",117.43B
"July 10, 2019",117.10B
"July 8, 2019",116.98B
"June 30, 2019",117.06B
"June 26, 2019",117.06B
"June 4, 2019",117.06B
"May 23, 2019",117.06B
"May 20, 2019",117.12B
"May 17, 2019",117.12B
"May 16, 2019",117.12B
"May 9, 2019",117.32B
"May 6, 2019",117.67B
"May 2, 2019",117.62B
"May 1, 2019",117.66B
"April 30, 2019",115.59B
"April 22, 2019",117.29B
"April 17, 2019",117.30B
"April 15, 2019",117.30B
"April 8, 2019",115.96B
"April 4, 2019",116.02B
"March 19, 2019",116.07B
"March 17, 2019",116.18B
"March 15, 2019",116.21B
"March 14, 2019",113.63B
"March 11, 2019",114.61B
"March 8, 2019",114.64B
"March 4, 2019",114.58B
"Feb. 28, 2019",114.57B
"Feb. 27, 2019",114.83B
"Feb. 26, 2019",114.97B
"Feb. 25, 2019",119.22B
"Feb. 15, 2019",119.22B
"Feb. 13, 2019",119.70B
"Feb. 7, 2019",119.57B
"Feb. 4, 2019",119.05B
"Feb. 1, 2019",119.21B
"Jan. 31, 2019",118.70B
"Jan. 28, 2019",118.88B
"Jan. 25, 2019",118.88B
"Jan. 23, 2019",118.91B
"Jan. 22, 2019",118.91B
"Jan. 16, 2019",118.88B
"Jan. 15, 2019",119.01B
"Jan. 14, 2019",119.01B
"Jan. 11, 2019",118.96B
"Jan. 9, 2019",119.93B
"Jan. 7, 2019",119.93B
"Dec. 31, 2018",120.01B
"Dec. 19, 2018",119.48B
"Dec. 14, 2018",119.48B
"Dec. 13, 2018",119.48B
"Nov. 30, 2018",119.48B
"Nov. 27, 2018",119.93B
"Nov. 21, 2018",119.84B
"Nov. 16, 2018",120.51B
"Nov. 14, 2018",120.19B
"Nov. 13, 2018",120.57B
"Nov. 12, 2018",120.57B
"Nov. 9, 2018",120.66B
"Nov. 3, 2018",120.74B
"Nov. 2, 2018",120.95B
"Oct. 31, 2018",120.90B
"Oct. 30, 2018",121.05B
"Oct. 29, 2018",121.83B
"Oct. 26, 2018",121.93B
"Oct. 25, 2018",121.37B
"Oct. 17, 2018",121.37B
"Oct. 15, 2018",121.83B
"Oct. 12, 2018",121.46B
"Oct. 11, 2018",121.12B
"Oct. 10, 2018",121.75B
"Oct. 8, 2018",121.87B
"Oct. 2, 2018",121.87B
"Oct. 1, 2018",122.11B
"Sept. 28, 2018",122.38B
"Sept. 20, 2018",121.55B
"Sept. 7, 2018",121.56B
"Sept. 5, 2018",121.56B
"Aug. 31, 2018",121.64B
"Aug. 23, 2018",122.30B
"Aug. 21, 2018",122.06B
"Aug. 15, 2018",122.35B
"Aug. 6, 2018",122.35B
"July 27, 2018",122.07B
"July 26, 2018",122.71B
"July 25, 2018",122.70B
"July 24, 2018",123.27B
"July 23, 2018",123.52B
"July 22, 2018",121.48B
"July 21, 2018",120.13B
"July 20, 2018",120.19B
"July 18, 2018",120.13B
"July 16, 2018",120.07B
"July 13, 2018",120.47B
"July 12, 2018",120.86B
"July 11, 2018",120.82B
"July 2, 2018",121.12B
"June 28, 2018",121.21B
"June 27, 2018",121.19B
"June 26, 2018",120.87B
"June 19, 2018",121.33B
"May 23, 2018",121.55B
"May 22, 2018",121.84B
"May 17, 2018",121.92B
"May 7, 2018",121.92B
"April 27, 2018",121.92B
"April 26, 2018",121.87B
"April 24, 2018",122.03B
"April 23, 2018",122.03B
"April 20, 2018",121.30B
"April 17, 2018",122.63B
"April 16, 2018",122.64B
"April 13, 2018",122.96B
"April 12, 2018",122.94B
"April 10, 2018",122.94B
"April 5, 2018",122.93B
"April 3, 2018",123.02B
"March 29, 2018",123.06B
"March 27, 2018",122.98B
"March 13, 2018",123.03B
"March 8, 2018",122.53B
"March 7, 2018",122.52B
"Feb. 26, 2018",122.56B
"Feb. 13, 2018",122.44B
"Feb. 12, 2018",122.01B
"Feb. 8, 2018",122.01B
"Feb. 2, 2018",122.31B
"Jan. 30, 2018",122.69B
"Jan. 26, 2018",122.38B
"Jan. 25, 2018",122.76B
"Jan. 24, 2018",124.16B
"Jan. 23, 2018",126.31B
"Jan. 22, 2018",126.31B
"Jan. 18, 2018",126.34B
"Jan. 17, 2018",126.33B
"Jan. 16, 2018",126.01B
"Jan. 11, 2018",126.01B
"Jan. 8, 2018",126.55B
