date,enterprise_value
"March 19, 2020",63.90B
"March 18, 2020",64.94B
"March 17, 2020",69.12B
"March 16, 2020",65.46B
"March 13, 2020",75.82B
"March 12, 2020",70.42B
"March 11, 2020",78.95B
"March 10, 2020",84.52B
"March 9, 2020",78.95B
"March 6, 2020",89.68B
"March 5, 2020",95.62B
"March 4, 2020",103.23B
"March 3, 2020",102.61B
"March 2, 2020",105.50B
"Feb. 28, 2020",102.61B
"Feb. 27, 2020",98.33B
"Feb. 26, 2020",103.23B
"Feb. 25, 2020",106.46B
"Feb. 24, 2020",111.18B
"Feb. 21, 2020",114.59B
"Feb. 20, 2020",117.04B
"Feb. 19, 2020",117.73B
"Feb. 18, 2020",118.96B
"Feb. 14, 2020",119.66B
"Feb. 13, 2020",120.62B
"Feb. 12, 2020",122.54B
"Feb. 11, 2020",119.83B
"Feb. 10, 2020",120.36B
"Feb. 7, 2020",119.66B
"Feb. 6, 2020",120.71B
"Feb. 5, 2020",119.92B
"Feb. 4, 2020",117.47B
"Feb. 3, 2020",114.68B
"Jan. 31, 2020",116.34B
"Jan. 30, 2020",118.76B
"Jan. 29, 2020",120.60B
"Jan. 28, 2020",110.02B
"Jan. 27, 2020",107.49B
"Jan. 24, 2020",109.85B
"Jan. 23, 2020",110.37B
"Jan. 22, 2020",106.88B
"Jan. 21, 2020",109.41B
"Jan. 17, 2020",110.72B
"Jan. 16, 2020",110.98B
"Jan. 15, 2020",111.25B
"Jan. 14, 2020",112.64B
"Jan. 13, 2020",113.43B
"Jan. 10, 2020",109.50B
"Jan. 9, 2020",111.59B
"Jan. 8, 2020",111.86B
"Jan. 7, 2020",112.82B
"Jan. 6, 2020",113.60B
"Jan. 3, 2020",112.12B
"Jan. 2, 2020",111.77B
"Dec. 31, 2019",105.04B
"Dec. 30, 2019",115.20B
"Dec. 27, 2019",116.08B
"Dec. 26, 2019",116.51B
"Dec. 24, 2019",116.16B
"Dec. 23, 2019",115.90B
"Dec. 20, 2019",114.77B
"Dec. 19, 2019",114.85B
"Dec. 18, 2019",114.15B
"Dec. 17, 2019",115.38B
"Dec. 16, 2019",115.99B
"Dec. 13, 2019",117.47B
"Dec. 12, 2019",118.35B
"Dec. 11, 2019",114.24B
"Dec. 10, 2019",114.59B
"Dec. 9, 2019",114.42B
"Dec. 6, 2019",115.38B
"Dec. 5, 2019",112.67B
"Dec. 4, 2019",113.63B
"Dec. 3, 2019",114.42B
"Dec. 2, 2019",115.90B
"Nov. 29, 2019",116.86B
"Nov. 27, 2019",117.04B
"Nov. 26, 2019",117.56B
"Nov. 25, 2019",119.57B
"Nov. 22, 2019",119.31B
"Nov. 21, 2019",119.13B
"Nov. 20, 2019",117.91B
"Nov. 19, 2019",118.87B
"Nov. 18, 2019",118.35B
"Nov. 15, 2019",119.05B
"Nov. 14, 2019",117.04B
"Nov. 13, 2019",117.04B
"Nov. 12, 2019",118.17B
"Nov. 11, 2019",117.56B
"Nov. 8, 2019",119.05B
"Nov. 7, 2019",117.04B
"Nov. 6, 2019",114.68B
"Nov. 5, 2019",114.24B
"Nov. 4, 2019",113.89B
"Nov. 1, 2019",109.09B
"Oct. 31, 2019",105.60B
"Oct. 30, 2019",106.73B
"Oct. 29, 2019",97.65B
"Oct. 28, 2019",97.65B
"Oct. 25, 2019",97.04B
"Oct. 24, 2019",96.60B
"Oct. 23, 2019",98.26B
"Oct. 22, 2019",97.56B
"Oct. 21, 2019",95.20B
"Oct. 18, 2019",96.69B
"Oct. 17, 2019",97.39B
"Oct. 16, 2019",96.16B
"Oct. 15, 2019",96.08B
"Oct. 14, 2019",94.59B
"Oct. 11, 2019",95.29B
"Oct. 10, 2019",92.23B
"Oct. 9, 2019",91.36B
"Oct. 8, 2019",90.75B
"Oct. 7, 2019",93.19B
"Oct. 4, 2019",93.28B
"Oct. 3, 2019",94.50B
"Oct. 2, 2019",92.76B
"Oct. 1, 2019",93.63B
"Sept. 30, 2019",96.51B
"Sept. 27, 2019",133.64B
"Sept. 26, 2019",133.46B
"Sept. 25, 2019",134.68B
"Sept. 24, 2019",133.03B
"Sept. 23, 2019",136.25B
"Sept. 20, 2019",136.52B
"Sept. 19, 2019",136.95B
"Sept. 18, 2019",136.60B
"Sept. 17, 2019",136.43B
"Sept. 16, 2019",136.60B
"Sept. 13, 2019",136.25B
"Sept. 12, 2019",135.56B
"Sept. 11, 2019",136.43B
"Sept. 10, 2019",134.51B
"Sept. 9, 2019",132.94B
"Sept. 6, 2019",130.76B
"Sept. 5, 2019",131.63B
"Sept. 4, 2019",131.54B
"Sept. 3, 2019",127.44B
"Aug. 30, 2019",126.74B
"Aug. 29, 2019",125.52B
"Aug. 28, 2019",124.04B
"Aug. 27, 2019",123.95B
"Aug. 26, 2019",125.00B
"Aug. 23, 2019",124.30B
"Aug. 22, 2019",126.22B
"Aug. 21, 2019",125.96B
"Aug. 20, 2019",127.88B
"Aug. 19, 2019",130.41B
"Aug. 16, 2019",131.45B
"Aug. 15, 2019",124.65B
"Aug. 14, 2019",133.55B
"Aug. 13, 2019",136.34B
"Aug. 12, 2019",133.72B
"Aug. 9, 2019",134.60B
"Aug. 8, 2019",137.56B
"Aug. 7, 2019",137.30B
"Aug. 6, 2019",138.26B
"Aug. 5, 2019",139.05B
"Aug. 2, 2019",142.01B
"Aug. 1, 2019",142.71B
"July 31, 2019",145.94B
"July 30, 2019",146.55B
"July 29, 2019",145.33B
"July 26, 2019",146.47B
"July 25, 2019",145.77B
"July 24, 2019",147.95B
"July 23, 2019",147.69B
"July 22, 2019",143.85B
"July 19, 2019",142.36B
"July 18, 2019",142.54B
"July 17, 2019",141.84B
"July 16, 2019",145.33B
"July 15, 2019",144.37B
"July 12, 2019",145.24B
"July 11, 2019",142.97B
"July 10, 2019",143.76B
"July 9, 2019",144.20B
"July 8, 2019",143.76B
"July 5, 2019",146.38B
"July 3, 2019",147.34B
"July 2, 2019",147.43B
"July 1, 2019",147.51B
"June 30, 2019",146.38B
"June 28, 2019",146.91B
"June 27, 2019",146.04B
"June 26, 2019",144.91B
"June 25, 2019",144.47B
"June 24, 2019",144.99B
"June 21, 2019",146.74B
"June 20, 2019",148.05B
"June 19, 2019",145.52B
"June 18, 2019",146.21B
"June 17, 2019",142.99B
"June 14, 2019",144.56B
"June 13, 2019",145.26B
"June 12, 2019",144.99B
"June 11, 2019",143.60B
"June 10, 2019",142.99B
"June 7, 2019",142.38B
"June 6, 2019",141.85B
"June 5, 2019",141.59B
"June 4, 2019",142.55B
"June 3, 2019",138.45B
"May 31, 2019",137.67B
"May 30, 2019",137.93B
"May 29, 2019",137.06B
"May 28, 2019",136.97B
"May 24, 2019",137.76B
"May 23, 2019",138.71B
"May 22, 2019",141.68B
"May 21, 2019",142.20B
"May 20, 2019",141.51B
"May 17, 2019",142.55B
"May 16, 2019",143.69B
"May 15, 2019",144.82B
"May 14, 2019",145.34B
"May 13, 2019",141.42B
"May 10, 2019",143.69B
"May 9, 2019",142.90B
"May 8, 2019",143.95B
"May 7, 2019",143.51B
"May 6, 2019",146.30B
"May 3, 2019",146.91B
"May 2, 2019",144.73B
"May 1, 2019",143.42B
"April 30, 2019",144.03B
"April 29, 2019",140.20B
"April 26, 2019",138.80B
"April 25, 2019",134.88B
"April 24, 2019",136.62B
"April 23, 2019",136.71B
"April 22, 2019",136.62B
"April 18, 2019",136.88B
"April 17, 2019",134.88B
"April 16, 2019",135.05B
"April 15, 2019",133.66B
"April 12, 2019",133.83B
"April 11, 2019",134.88B
"April 10, 2019",135.23B
"April 9, 2019",135.75B
"April 8, 2019",138.10B
"April 5, 2019",142.64B
"April 4, 2019",142.81B
"April 3, 2019",143.42B
"April 2, 2019",144.65B
"April 1, 2019",143.42B
"March 31, 2019",142.46B
"March 29, 2019",146.48B
"March 28, 2019",145.61B
"March 27, 2019",146.22B
"March 26, 2019",147.44B
"March 25, 2019",145.52B
"March 22, 2019",146.39B
"March 21, 2019",148.92B
"March 20, 2019",148.48B
"March 19, 2019",148.22B
"March 18, 2019",148.31B
"March 15, 2019",146.22B
"March 14, 2019",149.18B
"March 13, 2019",146.74B
"March 12, 2019",144.48B
"March 11, 2019",145.70B
"March 8, 2019",142.87B
"March 7, 2019",141.74B
"March 6, 2019",138.78B
"March 5, 2019",145.57B
"March 4, 2019",149.83B
"March 1, 2019",148.87B
"Feb. 28, 2019",149.92B
"Feb. 27, 2019",154.18B
"Feb. 26, 2019",152.27B
"Feb. 25, 2019",150.01B
"Feb. 22, 2019",144.57B
"Feb. 21, 2019",143.40B
"Feb. 20, 2019",143.99B
"Feb. 19, 2019",144.24B
"Feb. 15, 2019",143.90B
"Feb. 14, 2019",143.48B
"Feb. 13, 2019",146.25B
"Feb. 12, 2019",142.98B
"Feb. 11, 2019",143.40B
"Feb. 8, 2019",141.56B
"Feb. 7, 2019",143.65B
"Feb. 6, 2019",147.08B
"Feb. 5, 2019",148.42B
"Feb. 4, 2019",144.91B
"Feb. 1, 2019",144.74B
"Jan. 31, 2019",144.49B
"Jan. 30, 2019",135.59B
"Jan. 29, 2019",133.92B
"Jan. 28, 2019",134.17B
"Jan. 25, 2019",136.10B
"Jan. 24, 2019",132.92B
"Jan. 23, 2019",132.50B
"Jan. 22, 2019",131.91B
"Jan. 18, 2019",135.26B
"Jan. 17, 2019",135.93B
"Jan. 16, 2019",134.59B
"Jan. 15, 2019",132.50B
"Jan. 14, 2019",133.92B
"Jan. 11, 2019",134.26B
"Jan. 10, 2019",134.26B
"Jan. 9, 2019",130.57B
"Jan. 8, 2019",131.08B
"Jan. 7, 2019",132.58B
"Jan. 4, 2019",128.32B
"Jan. 3, 2019",126.89B
"Jan. 2, 2019",126.81B
"Dec. 31, 2018",122.80B
"Dec. 28, 2018",132.45B
"Dec. 27, 2018",130.45B
"Dec. 26, 2018",131.45B
"Dec. 24, 2018",127.52B
"Dec. 21, 2018",129.44B
"Dec. 20, 2018",131.87B
"Dec. 19, 2018",133.71B
"Dec. 18, 2018",130.53B
"Dec. 17, 2018",129.44B
"Dec. 14, 2018",129.02B
"Dec. 13, 2018",129.86B
"Dec. 12, 2018",125.76B
"Dec. 11, 2018",126.18B
"Dec. 10, 2018",127.60B
"Dec. 7, 2018",128.27B
"Dec. 6, 2018",131.11B
"Dec. 4, 2018",130.53B
"Dec. 3, 2018",134.96B
"Nov. 30, 2018",132.37B
"Nov. 29, 2018",136.05B
"Nov. 28, 2018",134.38B
"Nov. 27, 2018",131.87B
"Nov. 26, 2018",133.04B
"Nov. 23, 2018",132.95B
"Nov. 21, 2018",134.96B
"Nov. 20, 2018",133.62B
"Nov. 19, 2018",135.21B
"Nov. 16, 2018",136.72B
"Nov. 15, 2018",137.97B
"Nov. 14, 2018",139.23B
"Nov. 13, 2018",141.65B
"Nov. 12, 2018",136.47B
"Nov. 9, 2018",141.40B
"Nov. 8, 2018",145.75B
"Nov. 7, 2018",146.58B
"Nov. 6, 2018",148.42B
"Nov. 5, 2018",147.25B
"Nov. 2, 2018",147.34B
"Nov. 1, 2018",149.76B
"Oct. 31, 2018",154.11B
"Oct. 30, 2018",154.78B
"Oct. 29, 2018",162.97B
"Oct. 26, 2018",164.14B
"Oct. 25, 2018",168.32B
"Oct. 24, 2018",171.42B
"Oct. 23, 2018",175.76B
"Oct. 22, 2018",173.17B
"Oct. 19, 2018",174.68B
"Oct. 18, 2018",173.17B
"Oct. 17, 2018",171.58B
"Oct. 16, 2018",170.83B
"Oct. 15, 2018",171.25B
"Oct. 12, 2018",172.67B
"Oct. 11, 2018",176.01B
"Oct. 10, 2018",180.70B
"Oct. 9, 2018",182.95B
"Oct. 8, 2018",183.46B
"Oct. 5, 2018",179.86B
"Oct. 4, 2018",175.51B
"Oct. 3, 2018",174.01B
"Oct. 2, 2018",172.67B
"Oct. 1, 2018",170.75B
"Sept. 30, 2018",164.06B
"Sept. 28, 2018",162.30B
"Sept. 27, 2018",164.30B
"Sept. 26, 2018",163.13B
"Sept. 25, 2018",162.13B
