date,cash_operations_ttm
"Dec. 31, 2019",8.772B
"Sept. 30, 2019",10.60B
"June 30, 2019",5.673B
"March 31, 2019",4.708B
"Dec. 31, 2018",4.978B
"Sept. 30, 2018",73.00M
"June 30, 2018",3.844B
"March 31, 2018",6.948B
"Dec. 31, 2017",6.554B
"Sept. 30, 2017",5.925B
"June 30, 2017",6.03B
"March 31, 2017",434.00M
"Dec. 31, 2016",1.16B
"Sept. 30, 2016",4.872B
"June 30, 2016",4.671B
"March 31, 2016",14.44B
"Dec. 31, 2015",19.89B
"Sept. 30, 2015",24.61B
"June 30, 2015",29.88B
"March 31, 2015",28.84B
"Dec. 31, 2014",27.71B
"Sept. 30, 2014",27.59B
"June 30, 2014",26.79B
"March 31, 2014",28.86B
"Dec. 31, 2013",28.51B
"Sept. 30, 2013",28.42B
"June 30, 2013",29.04B
"March 31, 2013",29.48B
"Dec. 31, 2012",31.33B
"Sept. 30, 2012",29.21B
"June 30, 2012",32.44B
"March 31, 2012",32.13B
"Dec. 31, 2011",33.36B
"Sept. 30, 2011",33.87B
"June 30, 2011",34.74B
"March 31, 2011",36.73B
"Dec. 31, 2010",36.12B
"Sept. 30, 2010",36.96B
"June 30, 2010",35.41B
"March 31, 2010",31.71B
"Dec. 31, 2009",24.42B
"Sept. 30, 2009",34.28B
"June 30, 2009",36.10B
"March 31, 2009",41.53B
"Dec. 31, 2008",48.65B
"Sept. 30, 2008",43.40B
"June 30, 2008",43.05B
"March 31, 2008",45.30B
"Dec. 31, 2007",43.32B
"Sept. 30, 2007",37.98B
"June 30, 2007",37.61B
"March 31, 2007",30.89B
"Dec. 31, 2006",31.46B
"Sept. 30, 2006",30.12B
"June 30, 2006",34.23B
"March 31, 2006",34.28B
"Dec. 31, 2005",37.69B
"Sept. 30, 2005",39.18B
"June 30, 2005",35.16B
"March 31, 2005",37.54B
"Dec. 31, 2004",36.49B
"Sept. 30, 2004",32.90B
"June 30, 2004",34.43B
"March 31, 2004",33.47B
"Dec. 31, 2003",29.23B
"Sept. 30, 2003",29.87B
"June 30, 2003",29.29B
"March 31, 2003",26.91B
"Dec. 31, 2002",28.77B
"Sept. 30, 2002",31.02B
"June 30, 2002",27.90B
"March 31, 2002",33.93B
"Dec. 31, 2001",32.89B
"Sept. 30, 2001",35.10B
"June 30, 2001",33.39B
"March 31, 2001",25.46B
"Dec. 31, 2000",22.69B
"Sept. 30, 2000",19.72B
"June 30, 2000",19.84B
"March 31, 2000",22.00B
"Dec. 31, 1999",24.59B
"Sept. 30, 1999",23.22B
"June 30, 1999",22.36B
"March 31, 1999",20.02B
"Dec. 31, 1998",19.36B
"Sept. 30, 1998",16.90B
"June 30, 1998",14.11B
"March 31, 1998",15.40B
"Dec. 31, 1997",14.24B
"Sept. 30, 1997",16.52B
"June 30, 1997",19.49B
"March 31, 1997",17.95B
"Dec. 31, 1996",17.85B
"Sept. 30, 1996",16.59B
"June 30, 1996",14.65B
"March 31, 1996",14.64B
"Dec. 31, 1995",14.95B
"Sept. 30, 1995",15.85B
"June 30, 1995",15.89B
"March 31, 1995",16.39B
"Dec. 31, 1994",13.39B
"Sept. 30, 1994",10.97B
"June 30, 1994",9.972B
"March 31, 1994",8.383B
"Dec. 31, 1993",10.19B
"Sept. 30, 1993",10.28B
"June 30, 1993",11.29B
"March 31, 1993",10.70B
"Dec. 31, 1992",10.25B
"Sept. 30, 1992",10.51B
"June 30, 1992",9.481B
"March 31, 1992",8.183B
"Dec. 31, 1991",7.497B
"Sept. 30, 1991",5.799B
"June 30, 1991",6.581B
"March 31, 1991",8.106B
"Dec. 31, 1990",9.036B
