date,revenue_per_employee_annual
"Dec. 31, 2019",390225.4
"Dec. 31, 2018",325543.6
"Dec. 31, 2017",326575.7
"Dec. 31, 2016",380471.3
"Dec. 31, 2015",360996.9
"Dec. 31, 2014",380411.8
"Dec. 31, 2013",359924.8
"Dec. 31, 2012",475646.9
"Dec. 31, 2011",481221.1
"Dec. 31, 2010",502253.8
"Dec. 31, 2009",495304.6
"Dec. 31, 2008",558710.8
"Dec. 31, 2007",534018.6
"Dec. 31, 2006",477379.5
"Dec. 31, 2005",438459.1
"Dec. 31, 2004",438859.5
"Dec. 31, 2003",364148.4
"Dec. 31, 2002",423072.0
"Dec. 31, 2001",405829.9
"Dec. 31, 2000",397712.1
"Dec. 31, 1999",352701.4
"Dec. 31, 1998",353142.4
"Dec. 31, 1997",343844.7
"Dec. 31, 1996",340741.9
"Dec. 31, 1995",312758.5
"Dec. 31, 1994",262460.2
"Dec. 31, 1993",239787.6
"Dec. 31, 1992",203891.3
"Dec. 31, 1991",204051.5
"Dec. 31, 1990",195464.4
