date,forward_pe_ratio_1y
"March 19, 2020",8.724
"March 18, 2020",8.886
"March 17, 2020",9.532
"March 16, 2020",8.967
"March 13, 2020",10.57
"March 12, 2020",9.705
"March 11, 2020",11.02
"March 10, 2020",11.88
"March 9, 2020",11.02
"March 6, 2020",12.62
"March 5, 2020",13.53
"March 4, 2020",14.70
"March 3, 2020",14.60
"March 2, 2020",15.05
"Feb. 28, 2020",14.60
"Feb. 27, 2020",13.95
"Feb. 26, 2020",14.70
"Feb. 25, 2020",15.20
"Feb. 24, 2020",15.92
"Feb. 21, 2020",16.44
"Feb. 20, 2020",16.82
"Feb. 19, 2020",16.93
"Feb. 18, 2020",17.12
"Feb. 14, 2020",17.22
"Feb. 13, 2020",17.37
"Feb. 12, 2020",17.67
"Feb. 11, 2020",17.25
"Feb. 10, 2020",17.33
"Feb. 7, 2020",17.22
"Feb. 6, 2020",17.38
"Feb. 5, 2020",17.26
"Feb. 4, 2020",16.89
"Feb. 3, 2020",16.46
"Jan. 31, 2020",16.71
"Jan. 30, 2020",17.09
"Jan. 29, 2020",17.37
"Jan. 28, 2020",15.75
"Jan. 27, 2020",15.36
"Jan. 24, 2020",15.72
"Jan. 23, 2020",15.80
"Jan. 22, 2020",15.26
"Jan. 21, 2020",15.65
"Jan. 17, 2020",15.85
"Jan. 16, 2020",15.89
"Jan. 15, 2020",15.93
"Jan. 14, 2020",16.15
"Jan. 13, 2020",16.27
"Jan. 10, 2020",15.67
"Jan. 9, 2020",15.99
"Jan. 8, 2020",16.03
"Jan. 7, 2020",16.18
"Jan. 6, 2020",16.30
"Jan. 3, 2020",16.07
"Jan. 2, 2020",16.01
"Dec. 31, 2019",14.98
"Dec. 30, 2019",20.00
"Dec. 27, 2019",20.18
"Dec. 26, 2019",20.27
"Dec. 24, 2019",20.20
"Dec. 23, 2019",20.15
"Dec. 20, 2019",19.91
"Dec. 19, 2019",19.93
"Dec. 18, 2019",19.79
"Dec. 17, 2019",20.04
"Dec. 16, 2019",20.17
"Dec. 13, 2019",20.47
"Dec. 12, 2019",20.65
"Dec. 11, 2019",19.80
"Dec. 10, 2019",19.88
"Dec. 9, 2019",19.84
"Dec. 6, 2019",20.04
"Dec. 5, 2019",19.48
"Dec. 4, 2019",19.68
"Dec. 3, 2019",19.84
"Dec. 2, 2019",20.15
"Nov. 29, 2019",20.35
"Nov. 27, 2019",20.38
"Nov. 26, 2019",20.49
"Nov. 25, 2019",20.91
"Nov. 22, 2019",20.85
"Nov. 21, 2019",20.82
"Nov. 20, 2019",20.56
"Nov. 19, 2019",20.76
"Nov. 18, 2019",20.65
"Nov. 15, 2019",20.80
"Nov. 14, 2019",20.38
"Nov. 13, 2019",20.38
"Nov. 12, 2019",20.62
"Nov. 11, 2019",20.49
"Nov. 8, 2019",20.80
"Nov. 7, 2019",20.38
"Nov. 6, 2019",19.89
"Nov. 5, 2019",19.80
"Nov. 4, 2019",19.73
"Nov. 1, 2019",18.74
"Oct. 31, 2019",18.02
"Oct. 30, 2019",18.25
"Oct. 29, 2019",16.37
"Oct. 28, 2019",16.37
"Oct. 25, 2019",16.25
"Oct. 24, 2019",16.16
"Oct. 23, 2019",16.50
"Oct. 22, 2019",16.36
"Oct. 21, 2019",15.87
"Oct. 18, 2019",16.18
"Oct. 17, 2019",16.32
"Oct. 16, 2019",16.07
"Oct. 15, 2019",16.05
"Oct. 14, 2019",15.74
"Oct. 11, 2019",15.89
"Oct. 10, 2019",15.25
"Oct. 9, 2019",15.07
"Oct. 8, 2019",14.95
"Oct. 7, 2019",15.45
"Oct. 4, 2019",15.47
"Oct. 3, 2019",15.72
"Oct. 2, 2019",15.36
"Oct. 1, 2019",15.54
"Sept. 30, 2019",16.14
"Sept. 27, 2019",16.32
"Sept. 26, 2019",16.28
"Sept. 25, 2019",16.54
"Sept. 24, 2019",16.19
"Sept. 23, 2019",16.86
"Sept. 20, 2019",16.92
"Sept. 19, 2019",17.01
"Sept. 18, 2019",16.93
"Sept. 17, 2019",16.90
"Sept. 16, 2019",16.93
"Sept. 13, 2019",16.86
"Sept. 12, 2019",16.72
"Sept. 11, 2019",16.90
"Sept. 10, 2019",16.50
"Sept. 9, 2019",16.18
"Sept. 6, 2019",15.72
"Sept. 5, 2019",15.90
"Sept. 4, 2019",15.89
"Sept. 3, 2019",15.04
"Aug. 30, 2019",14.89
"Aug. 29, 2019",14.64
"Aug. 28, 2019",14.33
"Aug. 27, 2019",14.32
"Aug. 26, 2019",14.53
"Aug. 23, 2019",14.39
"Aug. 22, 2019",14.79
"Aug. 21, 2019",14.73
"Aug. 20, 2019",15.13
"Aug. 19, 2019",15.65
"Aug. 16, 2019",15.87
"Aug. 15, 2019",14.46
"Aug. 14, 2019",16.30
"Aug. 13, 2019",16.88
"Aug. 12, 2019",16.34
"Aug. 9, 2019",16.52
"Aug. 8, 2019",17.13
"Aug. 7, 2019",17.08
"Aug. 6, 2019",17.28
"Aug. 5, 2019",17.44
"Aug. 2, 2019",18.05
"Aug. 1, 2019",18.20
"July 31, 2019",18.87
"July 30, 2019",18.99
"July 29, 2019",18.74
"July 26, 2019",18.97
"July 25, 2019",18.83
"July 24, 2019",19.28
"July 23, 2019",19.23
"July 22, 2019",18.43
"July 19, 2019",18.13
"July 18, 2019",18.16
"July 17, 2019",18.02
"July 16, 2019",18.74
"July 15, 2019",18.54
"July 12, 2019",18.72
"July 11, 2019",18.25
"July 10, 2019",18.41
"July 9, 2019",18.50
"July 8, 2019",18.41
"July 5, 2019",18.96
"July 3, 2019",19.15
"July 2, 2019",19.17
"July 1, 2019",19.19
"June 30, 2019",
"June 28, 2019",18.96
"June 27, 2019",18.78
"June 26, 2019",18.54
"June 25, 2019",18.45
"June 24, 2019",18.56
"June 21, 2019",18.92
"June 20, 2019",19.19
"June 19, 2019",18.67
"June 18, 2019",18.81
"June 17, 2019",18.14
"June 14, 2019",18.47
"June 13, 2019",18.61
"June 12, 2019",18.56
"June 11, 2019",18.27
"June 10, 2019",18.14
"June 7, 2019",18.02
"June 6, 2019",17.91
"June 5, 2019",17.85
"June 4, 2019",18.05
"June 3, 2019",17.20
"May 31, 2019",17.04
"May 30, 2019",17.10
"May 29, 2019",16.92
"May 28, 2019",16.90
"May 24, 2019",17.06
"May 23, 2019",17.26
"May 22, 2019",17.87
"May 21, 2019",17.98
"May 20, 2019",17.84
"May 17, 2019",18.05
"May 16, 2019",18.29
"May 15, 2019",18.52
"May 14, 2019",18.63
"May 13, 2019",17.82
"May 10, 2019",18.29
"May 9, 2019",18.13
"May 8, 2019",18.34
"May 7, 2019",18.25
"May 6, 2019",18.83
"May 3, 2019",18.96
"May 2, 2019",18.50
"May 1, 2019",18.23
"April 30, 2019",18.36
"April 29, 2019",17.57
"April 26, 2019",17.28
"April 25, 2019",16.46
