date,ebitda_ttm
"Dec. 31, 2019",8.744B
"Sept. 30, 2019",7.359B
"June 30, 2019",-13.96B
"March 31, 2019",-11.92B
"Dec. 31, 2018",-12.61B
"Sept. 30, 2018",-27.06B
"June 30, 2018",-2.554B
"March 31, 2018",-3.026B
"Dec. 31, 2017",-3.641B
"Sept. 30, 2017",12.33B
"June 30, 2017",15.00B
"March 31, 2017",17.47B
"Dec. 31, 2016",17.84B
"Sept. 30, 2016",18.44B
"June 30, 2016",18.26B
"March 31, 2016",16.33B
"Dec. 31, 2015",16.48B
"Sept. 30, 2015",13.88B
"June 30, 2015",13.34B
"March 31, 2015",13.41B
"Dec. 31, 2014",17.72B
"Sept. 30, 2014",8.993B
"June 30, 2014",11.68B
"March 31, 2014",15.70B
"Dec. 31, 2013",17.10B
"Sept. 30, 2013",25.31B
"June 30, 2013",25.95B
"March 31, 2013",26.93B
"Dec. 31, 2012",27.38B
"Sept. 30, 2012",24.19B
"June 30, 2012",24.76B
"March 31, 2012",25.79B
"Dec. 31, 2011",29.81B
"Sept. 30, 2011",29.30B
"June 30, 2011",29.46B
"March 31, 2011",29.35B
"Dec. 31, 2010",25.12B
"Sept. 30, 2010",38.81B
"June 30, 2010",37.75B
"March 31, 2010",37.53B
"Dec. 31, 2009",38.92B
"Sept. 30, 2009",41.45B
"June 30, 2009",47.48B
"March 31, 2009",53.13B
"Dec. 31, 2008",57.01B
"Sept. 30, 2008",63.37B
"June 30, 2008",62.78B
"March 31, 2008",61.98B
"Dec. 31, 2007",61.59B
"Sept. 30, 2007",58.14B
"June 30, 2007",56.50B
"March 31, 2007",53.64B
"Dec. 31, 2006",51.12B
"Sept. 30, 2006",47.44B
"June 30, 2006",46.31B
"March 31, 2006",45.19B
"Dec. 31, 2005",43.83B
"Sept. 30, 2005",44.57B
"June 30, 2005",43.13B
"March 31, 2005",41.29B
"Dec. 31, 2004",40.26B
"Sept. 30, 2004",36.20B
"June 30, 2004",35.58B
"March 31, 2004",35.70B
"Dec. 31, 2003",34.94B
"Sept. 30, 2003",34.99B
"June 30, 2003",35.14B
"March 31, 2003",35.44B
"Dec. 31, 2002",35.62B
"Sept. 30, 2002",38.34B
"June 30, 2002",37.41B
"March 31, 2002",37.48B
"Dec. 31, 2001",37.89B
"Sept. 30, 2001",36.46B
"June 30, 2001",36.88B
"March 31, 2001",36.90B
"Dec. 31, 2000",36.55B
"Sept. 30, 2000",36.92B
"June 30, 2000",35.64B
"March 31, 2000",34.00B
"Dec. 31, 1999",32.28B
"Sept. 30, 1999",32.49B
"June 30, 1999",31.36B
"March 31, 1999",30.02B
"Dec. 31, 1998",29.44B
"Sept. 30, 1998",24.27B
"June 30, 1998",23.36B
"March 31, 1998",22.69B
"Dec. 31, 1997",21.58B
"Sept. 30, 1997",23.46B
"June 30, 1997",23.05B
"March 31, 1997",22.49B
"Dec. 31, 1996",22.13B
"Sept. 30, 1996",21.47B
"June 30, 1996",20.98B
"March 31, 1996",20.58B
"Dec. 31, 1995",20.07B
"Sept. 30, 1995",16.13B
"June 30, 1995",16.30B
"March 31, 1995",16.26B
"Dec. 31, 1994",16.19B
"Sept. 30, 1994",19.36B
"June 30, 1994",18.77B
"March 31, 1994",16.90B
"Dec. 31, 1993",16.24B
"Sept. 30, 1993",15.21B
"June 30, 1993",14.44B
"March 31, 1993",15.18B
"Dec. 31, 1992",15.20B
"Sept. 30, 1992",15.84B
"June 30, 1992",15.82B
"March 31, 1992",15.75B
"Dec. 31, 1991",15.89B
"Sept. 30, 1991",15.80B
"June 30, 1991",15.88B
"March 31, 1991",15.81B
"Dec. 31, 1990",15.38B
"Sept. 30, 1990",15.02B
"June 30, 1990",14.58B
"March 31, 1990",13.77B
"Dec. 31, 1989",22.20B
"Sept. 30, 1989",-9.814B
"June 30, 1989",-3.959B
"March 31, 1989",2.228B
"Dec. 31, 1988",-1.697B
"Sept. 30, 1988",2.926B
"June 30, 1988",3.024B
"March 31, 1988",3.339B
"Dec. 31, 1987",3.679B
"Sept. 30, 1987",7.396B
"June 30, 1987",7.27B
"March 31, 1987",5.50B
"Dec. 31, 1986",3.065B
"Sept. 30, 1986",6.323B
"June 30, 1986",3.565B
"March 31, 1986",2.615B
"Dec. 31, 1985",2.931B
"Sept. 30, 1985",2.431B
"June 30, 1985",2.634B
"March 31, 1985",2.458B
"Dec. 31, 1984",2.845B
