date,ca_score
"Dec. 31, 2019",-2.076
"Sept. 30, 2019",-2.109
"June 30, 2019",-2.372
"March 31, 2019",-2.302
"Dec. 31, 2018",-2.270
"Sept. 30, 2018",-2.363
"June 30, 2018",-1.959
"March 31, 2018",-1.916
"Dec. 31, 2017",-1.876
"Sept. 30, 2017",-1.636
"June 30, 2017",-1.618
"March 31, 2017",-1.606
"Dec. 31, 2016",-1.622
"Sept. 30, 2016",-1.631
"June 30, 2016",-1.682
"March 31, 2016",-1.743
"Dec. 31, 2015",-1.751
"Sept. 30, 2015",-1.772
"June 30, 2015",-1.747
"March 31, 2015",-1.719
"Dec. 31, 2014",-1.674
"Sept. 30, 2014",-1.746
"June 30, 2014",-1.754
"March 31, 2014",-1.759
"Dec. 31, 2013",-1.772
"Sept. 30, 2013",-1.739
"June 30, 2013",-1.746
"March 31, 2013",-1.756
"Dec. 31, 2012",-1.775
"Sept. 30, 2012",-1.808
"June 30, 2012",-1.809
"March 31, 2012",-1.808
"Dec. 31, 2011",-1.793
"Sept. 30, 2011",-1.806
"June 30, 2011",-1.822
"March 31, 2011",-1.848
"Dec. 31, 2010",-1.896
"Sept. 30, 2010",-1.828
"June 30, 2010",-1.842
"March 31, 2010",-1.861
"Dec. 31, 2009",-1.871
"Sept. 30, 2009",-1.873
"June 30, 2009",-1.848
"March 31, 2009",-1.822
"Dec. 31, 2008",-1.790
"Sept. 30, 2008",-1.733
"June 30, 2008",-1.708
"March 31, 2008",-1.682
"Dec. 31, 2007",-1.650
"Sept. 30, 2007",-1.643
"June 30, 2007",-1.627
"March 31, 2007",-1.637
"Dec. 31, 2006",-1.645
"Sept. 30, 2006",-1.657
"June 30, 2006",-1.684
"March 31, 2006",-1.714
"Dec. 31, 2005",-1.744
"Sept. 30, 2005",-1.765
"June 30, 2005",-1.800
"March 31, 2005",-1.824
"Dec. 31, 2004",-1.846
"Sept. 30, 2004",-1.895
"June 30, 2004",-1.918
"March 31, 2004",-1.932
"Dec. 31, 2003",-1.948
"Sept. 30, 2003",-1.936
"June 30, 2003",-1.933
"March 31, 2003",-1.924
"Dec. 31, 2002",-1.911
"Sept. 30, 2002",-1.871
"June 30, 2002",-1.861
"March 31, 2002",-1.837
"Dec. 31, 2001",-1.819
"Sept. 30, 2001",-1.805
"June 30, 2001",-1.799
"March 31, 2001",-1.807
"Dec. 31, 2000",-1.819
"Sept. 30, 2000",-1.827
"June 30, 2000",-1.834
"March 31, 2000",-1.843
"Dec. 31, 1999",-1.846
"Sept. 30, 1999",-1.835
"June 30, 1999",-1.826
"March 31, 1999",-1.818
"Dec. 31, 1998",-1.806
"Sept. 30, 1998",-1.836
"June 30, 1998",-1.834
"March 31, 1998",-1.833
"Dec. 31, 1997",-1.833
"Sept. 30, 1997",-1.781
"June 30, 1997",-1.772
"March 31, 1997",-1.757
"Dec. 31, 1996",-1.736
"Sept. 30, 1996",-1.714
"June 30, 1996",-1.693
"March 31, 1996",-1.668
"Dec. 31, 1995",-1.657
"Sept. 30, 1995",-1.789
"June 30, 1995",-1.835
"March 31, 1995",-1.899
"Dec. 31, 1994",-1.942
"Sept. 30, 1994",-1.914
"June 30, 1994",-1.919
"March 31, 1994",-1.934
"Dec. 31, 1993",-1.900
"Sept. 30, 1993",-1.896
"June 30, 1993",-1.885
"March 31, 1993",-1.837
"Dec. 31, 1992",-1.797
"Sept. 30, 1992",-1.762
"June 30, 1992",-1.714
"March 31, 1992",-1.680
"Dec. 31, 1991",-1.635
"Sept. 30, 1991",-1.604
"June 30, 1991",-1.548
"March 31, 1991",-1.508
"Dec. 31, 1990",-1.476
"Sept. 30, 1990",-1.441
"June 30, 1990",-1.418
"March 31, 1990",-1.413
"Dec. 31, 1989",-1.051
"Sept. 30, 1989",-2.237
