date,asset_utilization
"Feb. 29, 2020",1.098
"Nov. 30, 2019",1.151
"Aug. 31, 2019",1.233
"May 31, 2019",1.308
"Feb. 28, 2019",1.311
"Nov. 30, 2018",1.323
"Aug. 31, 2018",1.314
"May 31, 2018",1.297
"Feb. 28, 2018",1.294
"Nov. 30, 2017",1.292
"Aug. 31, 2017",1.288
"May 31, 2017",1.293
"Feb. 28, 2017",1.294
"Nov. 30, 2016",1.290
"Aug. 31, 2016",1.287
"May 31, 2016",1.285
"Feb. 29, 2016",1.330
"Nov. 30, 2015",1.340
"Aug. 31, 2015",1.369
"May 31, 2015",1.385
"Feb. 28, 2015",1.408
"Nov. 30, 2014",1.418
"Aug. 31, 2014",1.396
"May 31, 2014",1.368
"Feb. 28, 2014",1.366
"Nov. 30, 2013",1.367
"Aug. 31, 2013",1.382
"May 31, 2013",1.408
"Feb. 28, 2013",1.438
"Nov. 30, 2012",1.458
"Aug. 31, 2012",1.475
"May 31, 2012",1.499
"Feb. 29, 2012",1.523
"Nov. 30, 2011",1.520
"Aug. 31, 2011",1.521
"May 31, 2011",1.514
"Feb. 28, 2011",1.500
"Nov. 30, 2010",1.481
"Aug. 31, 2010",1.466
"May 31, 2010",1.418
"Feb. 28, 2010",1.331
"Nov. 30, 2009",1.292
"Aug. 31, 2009",1.314
"May 31, 2009",1.372
"Feb. 28, 2009",1.445
"Nov. 30, 2008",1.527
"Aug. 31, 2008",1.554
"May 31, 2008",1.549
"Feb. 29, 2008",1.528
"Nov. 30, 2007",1.492
"Aug. 31, 2007",1.476
"May 31, 2007",1.464
"Feb. 28, 2007",1.467
"Nov. 30, 2006",1.489
"Aug. 31, 2006",1.507
"May 31, 2006",1.517
"Feb. 28, 2006",1.514
"Nov. 30, 2005",1.503
"Aug. 31, 2005",1.493
"May 31, 2005",1.478
"Feb. 28, 2005",1.475
"Nov. 30, 2004",1.472
"Aug. 31, 2004",1.468
"May 31, 2004",1.461
"Feb. 29, 2004",1.464
"Nov. 30, 2003",1.504
"Aug. 31, 2003",1.532
"May 31, 2003",1.550
"Feb. 28, 2003",1.558
"Nov. 30, 2002",1.546
"Aug. 31, 2002",1.530
"May 31, 2002",1.514
"Feb. 28, 2002",1.498
"Nov. 30, 2001",1.512
"Aug. 31, 2001",1.538
"May 31, 2001",1.566
"Feb. 28, 2001",1.592
"Nov. 30, 2000",1.618
"Aug. 31, 2000",1.638
"May 31, 2000",1.629
"Feb. 29, 2000",1.626
"Nov. 30, 1999",1.616
"Aug. 31, 1999",1.634
"May 31, 1999",1.647
"Feb. 28, 1999",1.659
"Nov. 30, 1998",1.719
"Aug. 31, 1998",1.786
"May 31, 1998",1.794
"Feb. 28, 1998",1.880
"Nov. 30, 1997",1.931
"Aug. 31, 1997",1.854
"May 31, 1997",1.761
"Feb. 28, 1997",2.057
"Nov. 30, 1996",1.954
"Aug. 31, 1996",1.943
"May 31, 1996",1.930
"Feb. 29, 1996",1.544
"Nov. 30, 1995",1.544
"Aug. 31, 1995",1.541
"May 31, 1995",1.530
"Feb. 28, 1995",1.526
"Nov. 30, 1994",1.492
"Aug. 31, 1994",1.463
"May 31, 1994",1.441
"Feb. 28, 1994",1.416
"Nov. 30, 1993",1.396
"Aug. 31, 1993",1.387
"May 31, 1993",1.379
"Feb. 28, 1993",1.356
"Nov. 30, 1992",1.342
"Aug. 31, 1992",1.338
"May 31, 1992",1.327
"Feb. 29, 1992",1.303
"Nov. 30, 1991",1.279
"Aug. 31, 1991",1.289
"May 31, 1991",1.309
"Feb. 28, 1991",1.324
"Nov. 30, 1990",1.343
"Aug. 31, 1990",1.345
"May 31, 1990",1.319
"Feb. 28, 1990",1.295
"Nov. 30, 1989",1.219
