date,zmijewski_score
"Feb. 29, 2020",-0.1547
"Nov. 30, 2019",-0.1724
"Aug. 31, 2019",-0.1948
"May 31, 2019",-0.5505
"Feb. 28, 2019",-1.036
"Nov. 30, 2018",-1.140
"Aug. 31, 2018",-1.174
"May 31, 2018",-1.167
"Feb. 28, 2018",-1.129
"Nov. 30, 2017",-0.8532
"Aug. 31, 2017",-0.8373
"May 31, 2017",-0.8206
"Feb. 28, 2017",-0.6873
"Nov. 30, 2016",-0.6265
"Aug. 31, 2016",-0.616
"May 31, 2016",-0.5639
"Feb. 29, 2016",-0.9223
"Nov. 30, 2015",-1.007
"Aug. 31, 2015",-1.12
"May 31, 2015",-1.119
"Feb. 28, 2015",-1.558
"Nov. 30, 2014",-1.692
"Aug. 31, 2014",-1.624
"May 31, 2014",-1.588
"Feb. 28, 2014",-1.677
"Nov. 30, 2013",-2.004
"Aug. 31, 2013",-2.011
"May 31, 2013",-1.982
"Feb. 28, 2013",-1.792
"Nov. 30, 2012",-1.766
"Aug. 31, 2012",-1.744
"May 31, 2012",-1.769
"Feb. 29, 2012",-2.255
"Nov. 30, 2011",-2.118
"Aug. 31, 2011",-2.117
"May 31, 2011",-2.059
"Feb. 28, 2011",-2.108
"Nov. 30, 2010",-2.057
"Aug. 31, 2010",-2.103
"May 31, 2010",-2.018
"Feb. 28, 2010",-1.914
"Nov. 30, 2009",-1.877
"Aug. 31, 2009",-1.914
"May 31, 2009",-1.860
"Feb. 28, 2009",-2.049
"Nov. 30, 2008",-2.167
"Aug. 31, 2008",-2.124
"May 31, 2008",-2.077
"Feb. 29, 2008",-2.294
"Nov. 30, 2007",-2.232
"Aug. 31, 2007",-2.170
"May 31, 2007",-2.025
"Feb. 28, 2007",-1.989
"Nov. 30, 2006",-1.930
"Aug. 31, 2006",-1.910
"May 31, 2006",-1.916
"Feb. 28, 2006",-1.898
"Nov. 30, 2005",-1.786
"Aug. 31, 2005",-1.718
"May 31, 2005",-1.650
"Feb. 28, 2005",-1.523
"Nov. 30, 2004",-1.462
"Aug. 31, 2004",-1.376
"May 31, 2004",-1.262
"Feb. 29, 2004",-1.205
"Nov. 30, 2003",-1.438
"Aug. 31, 2003",-1.586
"May 31, 2003",-1.601
"Feb. 28, 2003",-1.592
"Nov. 30, 2002",-1.602
"Aug. 31, 2002",-1.601
"May 31, 2002",-1.578
"Feb. 28, 2002",-1.471
"Nov. 30, 2001",-1.441
"Aug. 31, 2001",-1.371
"May 31, 2001",-1.365
"Feb. 28, 2001",-1.345
"Nov. 30, 2000",-1.269
"Aug. 31, 2000",-1.324
"May 31, 2000",-1.287
"Feb. 29, 2000",-1.214
"Nov. 30, 1999",-1.200
"Aug. 31, 1999",-1.465
"May 31, 1999",-1.420
"Feb. 28, 1999",-1.370
"Nov. 30, 1998",-1.214
"Aug. 31, 1998",-1.257
"May 31, 1998",-1.232
"Feb. 28, 1998",-1.104
"Nov. 30, 1997",-1.086
"Aug. 31, 1997",-1.020
"May 31, 1997",-0.9647
"Feb. 28, 1997",-1.030
"Nov. 30, 1996",-1.046
"Aug. 31, 1996",-1.030
"May 31, 1996",-1.028
"Feb. 29, 1996",-0.9284
"Nov. 30, 1995",-0.9487
"Aug. 31, 1995",-0.9119
"May 31, 1995",-0.8535
"Feb. 28, 1995",-0.8545
"Nov. 30, 1994",-0.8004
"Aug. 31, 1994",-0.6909
"May 31, 1994",-0.633
"Feb. 28, 1994",-0.524
"Nov. 30, 1993",-0.4248
"Aug. 31, 1993",-0.3683
"May 31, 1993",-0.3344
"Feb. 28, 1993",-0.3975
"Nov. 30, 1992",-0.1808
"Aug. 31, 1992",-0.18
"May 31, 1992",-0.2053
"Feb. 29, 1992",-0.0847
"Nov. 30, 1991",-0.3188
"Aug. 31, 1991",-0.301
"May 31, 1991",-0.3286
"Feb. 28, 1991",-0.1829
"Nov. 30, 1990",-0.3342
"Aug. 31, 1990",-0.4156
"May 31, 1990",-0.4014
"Feb. 28, 1990",-0.438
"Nov. 30, 1989",-0.5143
