date,cash_investing_ttm
"Feb. 29, 2020",-6.468B
"Nov. 30, 2019",-6.154B
"Aug. 31, 2019",-5.791B
"May 31, 2019",-5.473B
"Feb. 28, 2019",-5.355B
"Nov. 30, 2018",-5.605B
"Aug. 31, 2018",-5.74B
"May 31, 2018",-5.677B
"Feb. 28, 2018",-5.331B
"Nov. 30, 2017",-5.053B
"Aug. 31, 2017",-4.813B
"May 31, 2017",-4.981B
"Feb. 28, 2017",-9.534B
"Nov. 30, 2016",-9.477B
"Aug. 31, 2016",-9.453B
"May 31, 2016",-9.446B
"Feb. 29, 2016",-4.949B
"Nov. 30, 2015",-6.419B
"Aug. 31, 2015",-6.235B
"May 31, 2015",-5.752B
"Feb. 28, 2015",-5.402B
"Nov. 30, 2014",-3.763B
"Aug. 31, 2014",-3.705B
"May 31, 2014",-3.551B
"Feb. 28, 2014",-3.466B
"Nov. 30, 2013",-3.123B
"Aug. 31, 2013",-2.922B
"May 31, 2013",-3.803B
"Feb. 28, 2013",-3.877B
"Nov. 30, 2012",-4.084B
"Aug. 31, 2012",-4.276B
"May 31, 2012",-4.049B
"Feb. 29, 2012",-3.675B
"Nov. 30, 2011",-3.683B
"Aug. 31, 2011",-3.626B
"May 31, 2011",-3.419B
"Feb. 28, 2011",-3.615B
"Nov. 30, 2010",-3.317B
"Aug. 31, 2010",-2.936B
"May 31, 2010",-2.781B
"Feb. 28, 2010",-2.381B
"Nov. 30, 2009",-2.542B
"Aug. 31, 2009",-2.616B
"May 31, 2009",-2.383B
"Feb. 28, 2009",-2.722B
"Nov. 30, 2008",-2.752B
"Aug. 31, 2008",-2.747B
"May 31, 2008",-2.897B
"Feb. 29, 2008",-3.183B
"Nov. 30, 2007",-3.415B
"Aug. 31, 2007",-4.201B
"May 31, 2007",-4.124B
"Feb. 28, 2007",-3.71B
"Nov. 30, 2006",-3.376B
"Aug. 31, 2006",-2.478B
"May 31, 2006",-2.454B
"Feb. 28, 2006",-2.387B
"Nov. 30, 2005",-2.345B
"Aug. 31, 2005",-2.627B
"May 31, 2005",-2.348B
"Feb. 28, 2005",-2.147B
"Nov. 30, 2004",-4.358B
"Aug. 31, 2004",-3.762B
"May 31, 2004",-3.662B
"Feb. 29, 2004",-3.624B
"Nov. 30, 2003",-1.209B
"Aug. 31, 2003",-1.25B
"May 31, 2003",-1.49B
"Feb. 28, 2003",-1.499B
"Nov. 30, 2002",-1.574B
"Aug. 31, 2002",-1.66B
"May 31, 2002",-1.612B
"Feb. 28, 2002",-1.734B
"Nov. 30, 2001",-2.293B
"Aug. 31, 2001",-2.254B
"May 31, 2001",-2.113B
"Feb. 28, 2001",-2.027B
"Nov. 30, 2000",-1.642B
"Aug. 31, 2000",-1.791B
"May 31, 2000",-1.708B
"Feb. 29, 2000",-1.684B
"Nov. 30, 1999",-1.545B
"Aug. 31, 1999",-1.290B
"May 31, 1999",-1.449B
"Feb. 28, 1999",-1.628B
"Nov. 30, 1998",-1.565B
"Aug. 31, 1998",-1.548B
"May 31, 1998",-1.288B
"Feb. 28, 1998",-1.188B
"Nov. 30, 1997",-1.357B
"Aug. 31, 1997",-1.419B
"May 31, 1997",-1.474B
"Feb. 28, 1997",-1.512B
"Nov. 30, 1996",-1.196B
"Aug. 31, 1996",-1.141B
"May 31, 1996",-1.270B
"Feb. 29, 1996",-1.091B
"Nov. 30, 1995",-1.059B
"Aug. 31, 1995",-952.10M
"May 31, 1995",-775.10M
"Feb. 28, 1995",-587.10M
"Nov. 30, 1994",-567.90M
"Aug. 31, 1994",-457.90M
"May 31, 1994",-393.50M
"Feb. 28, 1994",-372.50M
"Nov. 30, 1993",-399.40M
"Aug. 31, 1993",-720.20M
"May 31, 1993",-799.30M
"Feb. 28, 1993",-764.90M
"Nov. 30, 1992",-772.90M
"Aug. 31, 1992",-479.50M
"May 31, 1992",-502.00M
"Feb. 29, 1992",-582.50M
"Nov. 30, 1991",-614.60M
"Aug. 31, 1991",-754.10M
"May 31, 1991",-771.00M
"Feb. 28, 1991",-995.40M
"Nov. 30, 1990",-1.045B
"Aug. 31, 1990",-838.30M
"May 31, 1990",-596.10M
