date,sales_est_0y
"March 19, 2020",69.07B
"March 18, 2020",69.04B
"March 17, 2020",68.19B
"March 16, 2020",68.22B
"March 15, 2020",68.22B
"March 14, 2020",68.19B
"March 13, 2020",68.22B
"March 12, 2020",69.35B
"March 11, 2020",69.32B
"March 10, 2020",69.31B
"March 5, 2020",69.30B
"March 4, 2020",69.28B
"March 3, 2020",69.25B
"March 2, 2020",69.23B
"Feb. 27, 2020",69.25B
"Feb. 10, 2020",69.27B
"Feb. 7, 2020",69.30B
"Feb. 4, 2020",69.30B
"Jan. 22, 2020",69.19B
"Jan. 9, 2020",69.18B
"Jan. 6, 2020",69.16B
"Dec. 23, 2019",69.24B
"Dec. 20, 2019",69.24B
"Dec. 19, 2019",69.28B
"Dec. 18, 2019",69.30B
"Dec. 17, 2019",70.01B
"Dec. 16, 2019",70.01B
"Dec. 15, 2019",70.09B
"Dec. 13, 2019",70.10B
"Dec. 12, 2019",70.11B
"Dec. 10, 2019",70.14B
"Dec. 6, 2019",70.18B
"Dec. 5, 2019",70.19B
"Dec. 3, 2019",70.22B
"Dec. 2, 2019",70.23B
"Oct. 28, 2019",70.22B
"Oct. 21, 2019",70.22B
"Oct. 11, 2019",70.24B
"Oct. 10, 2019",70.27B
"Oct. 9, 2019",70.28B
"Oct. 7, 2019",70.29B
"Oct. 4, 2019",70.29B
"Sept. 30, 2019",70.29B
"Sept. 24, 2019",70.28B
"Sept. 23, 2019",70.21B
"Sept. 19, 2019",70.20B
"Sept. 18, 2019",69.89B
"Sept. 17, 2019",70.97B
"Sept. 16, 2019",71.04B
"Sept. 13, 2019",71.08B
"Sept. 10, 2019",71.12B
"Sept. 3, 2019",71.34B
"Aug. 6, 2019",71.37B
"July 15, 2019",71.37B
"July 10, 2019",71.37B
"July 2, 2019",71.33B
"July 1, 2019",71.32B
"June 28, 2019",71.41B
"June 27, 2019",71.47B
"June 26, 2019",71.47B
"June 21, 2019",71.95B
"June 20, 2019",72.00B
"June 17, 2019",72.15B
"June 12, 2019",72.28B
"June 11, 2019",72.38B
"June 3, 2019",72.47B
"May 31, 2019",69.77B
"May 30, 2019",69.86B
"May 22, 2019",69.86B
"May 10, 2019",69.86B
"April 26, 2019",69.86B
"April 17, 2019",69.86B
"April 8, 2019",69.86B
"April 1, 2019",69.91B
"March 29, 2019",69.97B
"March 28, 2019",69.99B
"March 21, 2019",70.07B
"March 20, 2019",69.80B
"March 19, 2019",70.99B
"March 18, 2019",70.97B
"March 15, 2019",70.99B
"March 14, 2019",70.99B
"March 13, 2019",70.99B
"March 12, 2019",70.99B
"March 7, 2019",71.01B
"Jan. 25, 2019",71.00B
"Jan. 11, 2019",71.00B
"Jan. 8, 2019",71.00B
"Jan. 7, 2019",71.01B
"Dec. 21, 2018",71.04B
"Dec. 20, 2018",71.01B
"Dec. 19, 2018",71.03B
"Dec. 18, 2018",71.04B
"Dec. 17, 2018",71.03B
"Dec. 14, 2018",71.07B
"Dec. 13, 2018",71.08B
"Dec. 12, 2018",71.07B
"Dec. 11, 2018",71.26B
"Dec. 10, 2018",71.28B
"Dec. 6, 2018",71.28B
"Dec. 4, 2018",71.26B
"Dec. 3, 2018",71.28B
"Dec. 2, 2018",71.28B
"Oct. 22, 2018",71.27B
"Oct. 19, 2018",71.29B
"Oct. 15, 2018",71.25B
"Oct. 12, 2018",71.23B
"Oct. 9, 2018",71.23B
"Oct. 8, 2018",71.24B
"Oct. 1, 2018",71.24B
"Sept. 21, 2018",71.22B
"Sept. 18, 2018",71.21B
"Sept. 17, 2018",70.94B
"Sept. 13, 2018",70.92B
"Sept. 11, 2018",70.91B
"Sept. 6, 2018",70.91B
"Aug. 6, 2018",70.90B
"Aug. 3, 2018",70.95B
