date,forward_ps_ratio_1y
"March 19, 2020",0.4097
"March 18, 2020",0.3657
"March 17, 2020",0.3484
"March 16, 2020",0.332
"March 13, 2020",0.3912
"March 12, 2020",0.3564
"March 11, 2020",0.4079
"March 10, 2020",0.4434
"March 9, 2020",0.4251
"March 6, 2020",0.4691
"March 5, 2020",0.4774
"March 4, 2020",0.5012
"March 3, 2020",0.489
"March 2, 2020",0.5135
"Feb. 29, 2020",
"Feb. 28, 2020",0.5184
"Feb. 27, 2020",0.5096
"Feb. 26, 2020",0.5308
"Feb. 25, 2020",0.5347
"Feb. 24, 2020",0.5687
"Feb. 21, 2020",0.5995
"Feb. 20, 2020",0.6056
"Feb. 19, 2020",0.5918
"Feb. 18, 2020",0.5823
"Feb. 14, 2020",0.5825
"Feb. 13, 2020",0.593
"Feb. 12, 2020",0.5821
"Feb. 11, 2020",0.5802
"Feb. 10, 2020",0.5758
"Feb. 7, 2020",0.5716
"Feb. 6, 2020",0.5458
"Feb. 5, 2020",0.5507
"Feb. 4, 2020",0.5417
"Feb. 3, 2020",0.5282
"Jan. 31, 2020",0.5312
"Jan. 30, 2020",0.5445
"Jan. 29, 2020",0.5437
"Jan. 28, 2020",0.545
"Jan. 27, 2020",0.5453
"Jan. 24, 2020",0.5658
"Jan. 23, 2020",0.5688
"Jan. 22, 2020",0.5712
"Jan. 21, 2020",0.5785
"Jan. 17, 2020",0.5875
"Jan. 16, 2020",0.5859
"Jan. 15, 2020",0.5845
"Jan. 14, 2020",0.5954
"Jan. 13, 2020",0.5849
"Jan. 10, 2020",0.5752
"Jan. 9, 2020",0.5804
"Jan. 8, 2020",0.577
"Jan. 7, 2020",0.5685
"Jan. 6, 2020",0.563
"Jan. 3, 2020",0.5625
"Jan. 2, 2020",0.5696
"Dec. 31, 2019",0.5553
"Dec. 30, 2019",0.5514
"Dec. 27, 2019",0.5601
"Dec. 26, 2019",0.56
"Dec. 24, 2019",0.5537
"Dec. 23, 2019",0.5571
"Dec. 20, 2019",0.544
"Dec. 19, 2019",0.5399
"Dec. 18, 2019",0.5393
"Dec. 17, 2019",0.5994
"Dec. 16, 2019",0.6026
"Dec. 13, 2019",0.6084
"Dec. 12, 2019",0.6055
"Dec. 11, 2019",0.5842
"Dec. 10, 2019",0.5766
"Dec. 9, 2019",0.5748
"Dec. 6, 2019",0.5751
"Dec. 5, 2019",0.5653
"Dec. 4, 2019",0.5651
"Dec. 3, 2019",0.555
"Dec. 2, 2019",0.5803
"Nov. 30, 2019",
"Nov. 29, 2019",0.5873
"Nov. 27, 2019",0.5926
"Nov. 26, 2019",0.5926
"Nov. 25, 2019",0.5854
"Nov. 22, 2019",0.5744
"Nov. 21, 2019",0.558
"Nov. 20, 2019",0.5587
"Nov. 19, 2019",0.5707
"Nov. 18, 2019",0.5781
"Nov. 15, 2019",0.581
"Nov. 14, 2019",0.5749
"Nov. 13, 2019",0.5733
"Nov. 12, 2019",0.5916
"Nov. 11, 2019",0.5951
"Nov. 8, 2019",0.5989
"Nov. 7, 2019",0.6015
"Nov. 6, 2019",0.5987
"Nov. 5, 2019",0.6049
"Nov. 4, 2019",0.6049
"Nov. 1, 2019",0.5743
"Oct. 31, 2019",0.5602
"Oct. 30, 2019",0.5718
"Oct. 29, 2019",0.5798
"Oct. 28, 2019",0.5812
"Oct. 25, 2019",0.5801
"Oct. 24, 2019",0.5653
"Oct. 23, 2019",0.5724
"Oct. 22, 2019",0.5674
"Oct. 21, 2019",0.5579
"Oct. 18, 2019",0.5501
"Oct. 17, 2019",0.553
"Oct. 16, 2019",0.5532
"Oct. 15, 2019",0.5503
"Oct. 14, 2019",0.5386
"Oct. 11, 2019",0.534
"Oct. 10, 2019",0.5187
"Oct. 9, 2019",0.511
"Oct. 8, 2019",0.5078
"Oct. 7, 2019",0.5214
"Oct. 4, 2019",0.5247
"Oct. 3, 2019",0.52
"Oct. 2, 2019",0.5166
"Oct. 1, 2019",0.5197
"Sept. 30, 2019",0.5342
"Sept. 27, 2019",0.5319
"Sept. 26, 2019",0.5327
"Sept. 25, 2019",0.5396
"Sept. 24, 2019",0.5256
"Sept. 23, 2019",0.5345
"Sept. 20, 2019",0.5459
"Sept. 19, 2019",0.5594
"Sept. 18, 2019",0.5538
"Sept. 17, 2019",0.6359
"Sept. 16, 2019",0.6369
"Sept. 13, 2019",0.6388
"Sept. 12, 2019",0.6367
"Sept. 11, 2019",0.6383
"Sept. 10, 2019",0.6321
"Sept. 9, 2019",0.6143
"Sept. 6, 2019",0.594
"Sept. 5, 2019",0.6032
"Sept. 4, 2019",0.5837
"Sept. 3, 2019",0.5701
"Aug. 31, 2019",
"Aug. 30, 2019",0.5819
"Aug. 29, 2019",0.5777
"Aug. 28, 2019",0.562
"Aug. 27, 2019",0.5486
"Aug. 26, 2019",0.5595
"Aug. 23, 2019",0.5575
"Aug. 22, 2019",0.58
"Aug. 21, 2019",0.5803
"Aug. 20, 2019",0.5717
"Aug. 19, 2019",0.5808
"Aug. 16, 2019",0.5723
"Aug. 15, 2019",0.5607
"Aug. 14, 2019",0.5689
"Aug. 13, 2019",0.5889
"Aug. 12, 2019",0.5828
"Aug. 9, 2019",0.5948
"Aug. 8, 2019",0.6025
"Aug. 7, 2019",0.5894
"Aug. 6, 2019",0.5914
"Aug. 5, 2019",0.577
"Aug. 2, 2019",0.6007
"Aug. 1, 2019",0.5992
"July 31, 2019",0.6256
