date,sales_est_0q
"March 19, 2020",17.23B
"March 18, 2020",17.23B
"March 17, 2020",17.28B
"March 16, 2020",17.33B
"March 15, 2020",17.35B
"March 14, 2020",17.37B
"March 13, 2020",17.39B
"March 12, 2020",17.53B
"March 10, 2020",17.54B
"March 9, 2020",17.54B
"March 5, 2020",17.56B
"March 4, 2020",17.59B
"Feb. 29, 2020",16.70B
"Feb. 27, 2020",17.14B
"Feb. 4, 2020",17.15B
"Jan. 9, 2020",17.14B
"Jan. 6, 2020",17.14B
"Dec. 24, 2019",17.15B
"Dec. 19, 2019",17.18B
"Dec. 18, 2019",17.19B
"Dec. 17, 2019",17.34B
"Dec. 16, 2019",17.34B
"Dec. 15, 2019",17.38B
"Dec. 13, 2019",17.39B
"Dec. 12, 2019",17.39B
"Dec. 10, 2019",17.40B
"Dec. 5, 2019",17.42B
"Dec. 3, 2019",17.43B
"Nov. 30, 2019",17.67B
"Oct. 28, 2019",17.74B
"Oct. 10, 2019",17.74B
"Oct. 9, 2019",17.75B
"Oct. 7, 2019",17.75B
"Sept. 24, 2019",17.75B
"Sept. 23, 2019",17.73B
"Sept. 19, 2019",17.73B
"Sept. 18, 2019",17.69B
"Sept. 17, 2019",18.03B
"Sept. 16, 2019",18.06B
"Sept. 13, 2019",18.07B
"Sept. 3, 2019",18.09B
"Aug. 31, 2019",17.05B
"July 10, 2019",17.14B
"July 2, 2019",17.13B
"June 27, 2019",17.12B
"June 26, 2019",17.08B
"June 21, 2019",17.22B
"June 20, 2019",17.20B
"June 11, 2019",17.29B
"June 3, 2019",17.35B
"May 31, 2019",17.85B
"April 26, 2019",17.95B
"April 17, 2019",17.95B
"March 29, 2019",17.95B
"March 28, 2019",17.98B
"March 21, 2019",18.03B
"March 20, 2019",18.04B
"March 19, 2019",18.44B
"March 18, 2019",18.42B
"March 14, 2019",18.44B
"Feb. 28, 2019",17.70B
"Jan. 25, 2019",17.70B
"Jan. 8, 2019",17.70B
"Dec. 21, 2018",17.71B
"Dec. 20, 2018",17.69B
"Dec. 19, 2018",17.69B
"Dec. 18, 2018",17.86B
"Dec. 17, 2018",17.85B
"Dec. 14, 2018",17.86B
"Dec. 12, 2018",17.87B
"Dec. 11, 2018",17.88B
"Dec. 10, 2018",17.89B
"Dec. 6, 2018",17.89B
"Dec. 3, 2018",17.88B
"Dec. 2, 2018",17.88B
"Nov. 30, 2018",17.63B
"Oct. 9, 2018",17.70B
"Oct. 1, 2018",17.72B
"Sept. 18, 2018",17.71B
"Sept. 17, 2018",17.71B
"Sept. 13, 2018",17.71B
"Aug. 31, 2018",16.87B
"Aug. 15, 2018",16.88B
"Aug. 3, 2018",16.89B
"July 12, 2018",16.89B
"July 2, 2018",16.89B
"June 25, 2018",16.87B
"June 22, 2018",16.85B
"June 21, 2018",16.89B
"June 20, 2018",16.89B
"June 19, 2018",16.53B
"June 12, 2018",16.51B
"June 6, 2018",16.50B
"May 31, 2018",17.24B
"May 30, 2018",17.24B
"May 18, 2018",17.23B
"May 16, 2018",17.20B
"May 4, 2018",17.19B
"May 3, 2018",17.18B
"April 10, 2018",17.18B
"April 4, 2018",17.18B
"March 22, 2018",17.17B
"March 21, 2018",17.17B
"March 20, 2018",16.81B
"March 16, 2018",16.81B
"March 14, 2018",16.80B
"March 5, 2018",16.80B
