date,days_payables_outstanding
"Feb. 29, 2020",20.57
"Nov. 30, 2019",20.98
"Aug. 31, 2019",20.87
"May 31, 2019",20.74
"Feb. 28, 2019",21.94
"Nov. 30, 2018",20.96
"Aug. 31, 2018",20.31
"May 31, 2018",20.96
"Feb. 28, 2018",21.52
"Nov. 30, 2017",21.66
"Aug. 31, 2017",21.53
"May 31, 2017",20.27
"Feb. 28, 2017",21.85
"Nov. 30, 2016",22.90
"Aug. 31, 2016",23.31
"May 31, 2016",20.21
"Feb. 29, 2016",19.40
"Nov. 30, 2015",19.87
"Aug. 31, 2015",19.84
"May 31, 2015",16.66
"Feb. 28, 2015",20.00
"Nov. 30, 2014",19.30
"Aug. 31, 2014",19.62
"May 31, 2014",20.17
"Feb. 28, 2014",18.81
"Nov. 30, 2013",18.78
"Aug. 31, 2013",19.46
"May 31, 2013",23.48
"Feb. 28, 2013",17.73
"Nov. 30, 2012",17.19
"Aug. 31, 2012",17.12
"May 31, 2012",17.49
"Feb. 29, 2012",17.88
"Nov. 30, 2011",17.36
"Aug. 31, 2011",38.06
"May 31, 2011",6.521
"Feb. 28, 2011",48.11
"Nov. 30, 2010",94.94
"Aug. 31, 2010",96.53
"May 31, 2010",16.20
"Feb. 28, 2010",110.21
"Nov. 30, 2009",106.11
"Aug. 31, 2009",114.19
"May 31, 2009",135.75
"Feb. 28, 2009",142.09
"Nov. 30, 2008",110.63
"Aug. 31, 2008",94.85
"May 31, 2008",104.56
"Feb. 29, 2008",126.90
"Nov. 30, 2007",124.14
"Aug. 31, 2007",94.68
"May 31, 2007",48.88
"Feb. 28, 2007",302.74
"Nov. 30, 2006",304.81
"Aug. 31, 2006",296.56
"May 31, 2006",-137.28
"Feb. 28, 2006",285.14
"Nov. 30, 2005",266.13
"Aug. 31, 2005",235.93
"May 31, 2005",264.33
"Feb. 28, 2005",269.30
"Nov. 30, 2004",124.59
"Aug. 31, 2004",393.66
"May 31, 2004",189.69
"Feb. 29, 2004",135.85
"Nov. 30, 2003",132.49
"Aug. 31, 2003",376.27
"May 31, 2003",70.35
"Feb. 28, 2003",238.99
"Nov. 30, 2002",35.32
"Aug. 31, 2002",54.20
"May 31, 2002",-34.13
"Feb. 28, 2002",38.77
"Nov. 30, 2001",47.32
"Aug. 31, 2001",62.81
"May 31, 2001",-37.04
"Feb. 28, 2001",42.84
"Nov. 30, 2000",130.39
"Aug. 31, 2000",39.50
"May 31, 2000",101.08
"Feb. 29, 2000",40.21
"Nov. 30, 1999",39.31
"Aug. 31, 1999",43.39
"May 31, 1999",-25.27
"Feb. 28, 1999",42.36
"Nov. 30, 1998",44.36
"Aug. 31, 1998",57.27
"May 31, 1998",-25.59
"Feb. 28, 1998",48.24
"Nov. 30, 1997",36.00
"Aug. 31, 1997",44.41
"May 31, 1997",40.73
"Feb. 28, 1997",37.48
"Nov. 30, 1996",45.87
"Aug. 31, 1996",46.87
"May 31, 1996",23.73
"Feb. 29, 1996",44.53
"Nov. 30, 1995",43.10
"Aug. 31, 1995",46.18
"May 31, 1995",-133.71
"Feb. 28, 1995",42.76
"Nov. 30, 1994",41.61
"Aug. 31, 1994",43.42
"May 31, 1994",29.49
"Feb. 28, 1994",54.43
"Nov. 30, 1993",52.81
"Aug. 31, 1993",58.11
"May 31, 1993",57.89
"Feb. 28, 1993",53.70
"Nov. 30, 1992",58.17
"Aug. 31, 1992",49.40
"May 31, 1992",55.32
"Feb. 29, 1992",49.97
"Nov. 30, 1991",49.29
"Aug. 31, 1991",52.75
"May 31, 1991",51.44
"Feb. 28, 1991",53.45
"Nov. 30, 1990",48.29
"Aug. 31, 1990",51.46
"May 31, 1990",48.28
"Feb. 28, 1990",50.08
"Nov. 30, 1989",50.57
"Aug. 31, 1989",0.00
