date,f_score_ttm
"Feb. 29, 2020",3.00
"Nov. 30, 2019",3.00
"Aug. 31, 2019",3.00
"May 31, 2019",3.00
"Feb. 28, 2019",5.00
"Nov. 30, 2018",8.00
"Aug. 31, 2018",6.00
"May 31, 2018",7.00
"Feb. 28, 2018",4.00
"Nov. 30, 2017",5.00
"Aug. 31, 2017",3.00
"May 31, 2017",6.00
"Feb. 28, 2017",5.00
"Nov. 30, 2016",6.00
"Aug. 31, 2016",6.00
"May 31, 2016",6.00
"Feb. 29, 2016",4.00
"Nov. 30, 2015",6.00
"Aug. 31, 2015",7.00
"May 31, 2015",3.00
"Feb. 28, 2015",7.00
"Nov. 30, 2014",7.00
"Aug. 31, 2014",7.00
"May 31, 2014",3.00
"Feb. 28, 2014",4.00
"Nov. 30, 2013",4.00
"Aug. 31, 2013",5.00
"May 31, 2013",5.00
"Feb. 28, 2013",3.00
"Nov. 30, 2012",3.00
"Aug. 31, 2012",4.00
"May 31, 2012",6.00
"Feb. 29, 2012",8.00
"Nov. 30, 2011",5.00
"Aug. 31, 2011",6.00
"May 31, 2011",7.00
"Feb. 28, 2011",4.00
"Nov. 30, 2010",5.00
"Aug. 31, 2010",6.00
"May 31, 2010",7.00
"Feb. 28, 2010",4.00
"Nov. 30, 2009",2.00
"Aug. 31, 2009",4.00
"May 31, 2009",3.00
"Feb. 28, 2009",3.00
"Nov. 30, 2008",4.00
"Aug. 31, 2008",5.00
"May 31, 2008",4.00
"Feb. 29, 2008",5.00
"Nov. 30, 2007",3.00
"Aug. 31, 2007",6.00
"May 31, 2007",6.00
"Feb. 28, 2007",3.00
"Nov. 30, 2006",5.00
"Aug. 31, 2006",6.00
"May 31, 2006",7.00
"Feb. 28, 2006",8.00
"Nov. 30, 2005",6.00
"Aug. 31, 2005",6.00
"May 31, 2005",7.00
"Feb. 28, 2005",6.00
"Nov. 30, 2004",4.00
"Aug. 31, 2004",7.00
"May 31, 2004",7.00
"Feb. 29, 2004",4.00
"Nov. 30, 2003",3.00
"Aug. 31, 2003",4.00
"May 31, 2003",6.00
"Feb. 28, 2003",7.00
"Nov. 30, 2002",4.00
"Aug. 31, 2002",6.00
"May 31, 2002",6.00
"Feb. 28, 2002",6.00
"Nov. 30, 2001",6.00
"Aug. 31, 2001",4.00
"May 31, 2001",4.00
"Feb. 28, 2001",1.00
"Nov. 30, 2000",7.00
"Aug. 31, 2000",5.00
"May 31, 2000",7.00
"Feb. 29, 2000",6.00
"Nov. 30, 1999",2.00
"Aug. 31, 1999",4.00
"May 31, 1999",5.00
"Feb. 28, 1999",5.00
"Nov. 30, 1998",7.00
"Aug. 31, 1998",4.00
"May 31, 1998",6.00
"Feb. 28, 1998",5.00
"Nov. 30, 1997",6.00
"Aug. 31, 1997",8.00
"May 31, 1997",2.00
"Feb. 28, 1997",6.00
"Nov. 30, 1996",7.00
"Aug. 31, 1996",4.00
"May 31, 1996",6.00
"Feb. 29, 1996",3.00
"Nov. 30, 1995",6.00
"Aug. 31, 1995",5.00
"May 31, 1995",8.00
"Feb. 28, 1995",6.00
"Nov. 30, 1994",7.00
"Aug. 31, 1994",6.00
"May 31, 1994",7.00
"Feb. 28, 1994",8.00
"Nov. 30, 1993",7.00
"Aug. 31, 1993",7.00
"May 31, 1993",7.00
"Feb. 28, 1993",8.00
"Nov. 30, 1992",6.00
"Aug. 31, 1992",6.00
"May 31, 1992",6.00
"Feb. 29, 1992",4.00
"Nov. 30, 1991",5.00
"Aug. 31, 1991",4.00
"May 31, 1991",4.00
"Feb. 28, 1991",2.00
"Nov. 30, 1990",4.00
"Aug. 31, 1990",7.00
