date,market_cap
"March 19, 2020",29.18B
"March 18, 2020",26.04B
"March 17, 2020",24.81B
"March 16, 2020",23.64B
"March 13, 2020",27.86B
"March 12, 2020",25.34B
"March 11, 2020",29.00B
"March 10, 2020",31.53B
"March 9, 2020",30.23B
"March 6, 2020",33.36B
"March 5, 2020",33.94B
"March 4, 2020",35.64B
"March 3, 2020",34.77B
"March 2, 2020",36.51B
"Feb. 28, 2020",36.86B
"Feb. 27, 2020",36.23B
"Feb. 26, 2020",37.74B
"Feb. 25, 2020",38.02B
"Feb. 24, 2020",40.43B
"Feb. 21, 2020",42.63B
"Feb. 20, 2020",43.06B
"Feb. 19, 2020",42.08B
"Feb. 18, 2020",41.41B
"Feb. 14, 2020",41.42B
"Feb. 13, 2020",42.16B
"Feb. 12, 2020",41.39B
"Feb. 11, 2020",41.26B
"Feb. 10, 2020",40.94B
"Feb. 7, 2020",40.65B
"Feb. 6, 2020",38.81B
"Feb. 5, 2020",39.15B
"Feb. 4, 2020",38.52B
"Feb. 3, 2020",37.56B
"Jan. 31, 2020",37.77B
"Jan. 30, 2020",38.71B
"Jan. 29, 2020",38.66B
"Jan. 28, 2020",38.75B
"Jan. 27, 2020",38.77B
"Jan. 24, 2020",40.23B
"Jan. 23, 2020",40.44B
"Jan. 22, 2020",40.61B
"Jan. 21, 2020",41.13B
"Jan. 17, 2020",41.77B
"Jan. 16, 2020",41.66B
"Jan. 15, 2020",41.56B
"Jan. 14, 2020",42.34B
"Jan. 13, 2020",41.59B
"Jan. 10, 2020",40.90B
"Jan. 9, 2020",41.27B
"Jan. 8, 2020",41.03B
"Jan. 7, 2020",40.42B
"Jan. 6, 2020",40.03B
"Jan. 3, 2020",40.00B
"Jan. 2, 2020",40.50B
"Dec. 31, 2019",39.48B
"Dec. 30, 2019",39.20B
"Dec. 27, 2019",39.83B
"Dec. 26, 2019",39.82B
"Dec. 24, 2019",39.37B
"Dec. 23, 2019",39.61B
"Dec. 20, 2019",38.68B
"Dec. 19, 2019",38.39B
"Dec. 18, 2019",38.35B
"Dec. 17, 2019",42.62B
"Dec. 16, 2019",42.85B
"Dec. 13, 2019",43.26B
"Dec. 12, 2019",43.06B
"Dec. 11, 2019",41.54B
"Dec. 10, 2019",41.00B
"Dec. 9, 2019",40.87B
"Dec. 6, 2019",40.89B
"Dec. 5, 2019",40.20B
"Dec. 4, 2019",40.18B
"Dec. 3, 2019",39.47B
"Dec. 2, 2019",41.26B
"Nov. 29, 2019",41.76B
"Nov. 27, 2019",42.14B
"Nov. 26, 2019",42.14B
"Nov. 25, 2019",41.63B
"Nov. 22, 2019",40.85B
"Nov. 21, 2019",39.68B
"Nov. 20, 2019",39.73B
"Nov. 19, 2019",40.58B
"Nov. 18, 2019",41.11B
"Nov. 15, 2019",41.31B
"Nov. 14, 2019",40.88B
"Nov. 13, 2019",40.76B
"Nov. 12, 2019",42.06B
"Nov. 11, 2019",42.31B
"Nov. 8, 2019",42.59B
"Nov. 7, 2019",42.77B
"Nov. 6, 2019",42.57B
"Nov. 5, 2019",43.01B
"Nov. 4, 2019",43.01B
"Nov. 1, 2019",40.84B
"Oct. 31, 2019",39.83B
"Oct. 30, 2019",40.66B
"Oct. 29, 2019",41.23B
"Oct. 28, 2019",41.33B
"Oct. 25, 2019",41.25B
"Oct. 24, 2019",40.19B
"Oct. 23, 2019",40.70B
"Oct. 22, 2019",40.34B
"Oct. 21, 2019",39.67B
"Oct. 18, 2019",39.11B
"Oct. 17, 2019",39.32B
"Oct. 16, 2019",39.34B
"Oct. 15, 2019",39.13B
"Oct. 14, 2019",38.30B
"Oct. 11, 2019",37.97B
"Oct. 10, 2019",36.88B
"Oct. 9, 2019",36.33B
"Oct. 8, 2019",36.11B
"Oct. 7, 2019",37.07B
"Oct. 4, 2019",37.31B
"Oct. 3, 2019",36.97B
"Oct. 2, 2019",36.73B
"Oct. 1, 2019",36.96B
"Sept. 30, 2019",37.98B
"Sept. 27, 2019",37.82B
"Sept. 26, 2019",37.87B
"Sept. 25, 2019",38.36B
"Sept. 24, 2019",37.38B
"Sept. 23, 2019",38.01B
"Sept. 20, 2019",38.82B
"Sept. 19, 2019",39.78B
"Sept. 18, 2019",39.37B
"Sept. 17, 2019",45.22B
"Sept. 16, 2019",45.29B
"Sept. 13, 2019",45.42B
"Sept. 12, 2019",45.27B
"Sept. 11, 2019",45.39B
"Sept. 10, 2019",44.94B
"Sept. 9, 2019",43.68B
"Sept. 6, 2019",42.23B
"Sept. 5, 2019",42.89B
"Sept. 4, 2019",41.50B
"Sept. 3, 2019",40.54B
"Aug. 30, 2019",41.38B
"Aug. 29, 2019",41.07B
"Aug. 28, 2019",39.96B
"Aug. 27, 2019",39.01B
"Aug. 26, 2019",39.78B
"Aug. 23, 2019",39.64B
"Aug. 22, 2019",41.24B
"Aug. 21, 2019",41.26B
"Aug. 20, 2019",40.65B
"Aug. 19, 2019",41.30B
"Aug. 16, 2019",40.70B
"Aug. 15, 2019",39.87B
"Aug. 14, 2019",40.45B
"Aug. 13, 2019",41.87B
"Aug. 12, 2019",41.44B
"Aug. 9, 2019",42.29B
"Aug. 8, 2019",42.84B
"Aug. 7, 2019",41.91B
"Aug. 6, 2019",42.05B
"Aug. 5, 2019",41.02B
"Aug. 2, 2019",42.71B
"Aug. 1, 2019",42.60B
"July 31, 2019",44.49B
"July 30, 2019",44.97B
"July 29, 2019",45.03B
"July 26, 2019",45.63B
"July 25, 2019",45.87B
"July 24, 2019",45.90B
"July 23, 2019",45.32B
"July 22, 2019",44.22B
"July 19, 2019",43.59B
"July 18, 2019",43.13B
"July 17, 2019",43.05B
"July 16, 2019",44.28B
"July 15, 2019",43.79B
"July 12, 2019",43.68B
"July 11, 2019",42.41B
"July 10, 2019",41.73B
"July 9, 2019",41.52B
"July 8, 2019",41.94B
"July 5, 2019",42.24B
"July 3, 2019",42.10B
"July 2, 2019",41.67B
"July 1, 2019",42.50B
"June 28, 2019",42.82B
"June 27, 2019",42.59B
"June 26, 2019",41.71B
"June 25, 2019",40.68B
"June 24, 2019",41.96B
"June 21, 2019",43.12B
"June 20, 2019",43.95B
"June 19, 2019",43.44B
"June 18, 2019",43.38B
"June 17, 2019",42.70B
"June 14, 2019",42.92B
"June 13, 2019",43.21B
"June 12, 2019",42.09B
"June 11, 2019",41.58B
"June 10, 2019",42.21B
"June 7, 2019",41.21B
"June 6, 2019",40.91B
"June 5, 2019",41.36B
"June 4, 2019",41.62B
"June 3, 2019",39.73B
"May 31, 2019",40.24B
"May 30, 2019",41.17B
"May 29, 2019",41.58B
"May 28, 2019",41.29B
"May 24, 2019",41.67B
"May 23, 2019",41.85B
"May 22, 2019",42.21B
"May 21, 2019",43.77B
"May 20, 2019",43.83B
"May 17, 2019",44.28B
"May 16, 2019",45.80B
"May 15, 2019",44.96B
"May 14, 2019",44.78B
"May 13, 2019",44.90B
"May 10, 2019",46.38B
"May 9, 2019",46.79B
"May 8, 2019",46.75B
"May 7, 2019",47.08B
"May 6, 2019",48.36B
"May 3, 2019",49.00B
"May 2, 2019",48.74B
"May 1, 2019",48.37B
"April 30, 2019",49.37B
"April 29, 2019",48.63B
"April 26, 2019",47.96B
"April 25, 2019",49.21B
"April 24, 2019",51.56B
"April 23, 2019",50.85B
"April 22, 2019",51.07B
"April 18, 2019",51.63B
"April 17, 2019",51.61B
"April 16, 2019",51.39B
"April 15, 2019",51.12B
"April 12, 2019",51.32B
"April 11, 2019",50.00B
"April 10, 2019",49.77B
"April 9, 2019",49.50B
"April 8, 2019",49.87B
"April 5, 2019",49.48B
"April 4, 2019",48.90B
"April 3, 2019",48.26B
"April 2, 2019",47.95B
"April 1, 2019",48.58B
"March 29, 2019",47.27B
"March 28, 2019",46.36B
"March 27, 2019",45.88B
"March 26, 2019",45.64B
"March 25, 2019",44.84B
"March 22, 2019",45.34B
"March 21, 2019",46.64B
"March 20, 2019",45.62B
"March 19, 2019",47.27B
"March 18, 2019",47.53B
"March 15, 2019",46.38B
"March 14, 2019",46.66B
"March 13, 2019",46.78B
"March 12, 2019",46.17B
"March 11, 2019",45.98B
"March 8, 2019",44.76B
"March 7, 2019",45.04B
"March 6, 2019",46.43B
"March 5, 2019",46.91B
"March 4, 2019",47.20B
"March 1, 2019",47.63B
"Feb. 28, 2019",47.16B
"Feb. 27, 2019",47.46B
"Feb. 26, 2019",47.43B
"Feb. 25, 2019",47.27B
"Feb. 22, 2019",47.12B
"Feb. 21, 2019",47.58B
"Feb. 20, 2019",47.49B
"Feb. 19, 2019",47.05B
"Feb. 15, 2019",46.81B
"Feb. 14, 2019",48.01B
"Feb. 13, 2019",48.45B
"Feb. 12, 2019",48.41B
"Feb. 11, 2019",47.27B
"Feb. 8, 2019",46.27B
"Feb. 7, 2019",47.35B
"Feb. 6, 2019",47.98B
"Feb. 5, 2019",47.96B
"Feb. 4, 2019",47.70B
"Feb. 1, 2019",46.81B
"Jan. 31, 2019",46.35B
"Jan. 30, 2019",46.33B
"Jan. 29, 2019",45.31B
"Jan. 28, 2019",45.41B
"Jan. 25, 2019",45.78B
"Jan. 24, 2019",45.45B
"Jan. 23, 2019",45.34B
"Jan. 22, 2019",45.92B
"Jan. 18, 2019",46.18B
"Jan. 17, 2019",45.23B
"Jan. 16, 2019",44.73B
"Jan. 15, 2019",44.54B
"Jan. 14, 2019",44.78B
"Jan. 11, 2019",44.64B
"Jan. 10, 2019",44.41B
"Jan. 9, 2019",44.53B
"Jan. 8, 2019",43.60B
"Jan. 7, 2019",43.52B
"Jan. 4, 2019",42.92B
"Jan. 3, 2019",41.03B
"Jan. 2, 2019",42.60B
"Dec. 31, 2018",42.11B
"Dec. 28, 2018",41.50B
"Dec. 27, 2018",42.03B
"Dec. 26, 2018",41.81B
"Dec. 24, 2018",39.86B
"Dec. 21, 2018",41.24B
"Dec. 20, 2018",41.69B
"Dec. 19, 2018",42.42B
"Dec. 18, 2018",48.30B
"Dec. 17, 2018",47.56B
"Dec. 14, 2018",48.06B
"Dec. 13, 2018",48.86B
"Dec. 12, 2018",49.15B
"Dec. 11, 2018",49.51B
"Dec. 10, 2018",50.36B
"Dec. 7, 2018",52.57B
"Dec. 6, 2018",56.14B
"Dec. 4, 2018",56.26B
"Dec. 3, 2018",60.05B
"Nov. 30, 2018",59.78B
"Nov. 29, 2018",59.95B
"Nov. 28, 2018",61.10B
"Nov. 27, 2018",59.35B
"Nov. 26, 2018",59.30B
"Nov. 23, 2018",58.87B
"Nov. 21, 2018",58.65B
"Nov. 20, 2018",58.33B
"Nov. 19, 2018",59.63B
"Nov. 16, 2018",59.74B
"Nov. 15, 2018",60.03B
"Nov. 14, 2018",59.33B
"Nov. 13, 2018",58.63B
"Nov. 12, 2018",57.88B
"Nov. 9, 2018",59.13B
"Nov. 8, 2018",60.45B
"Nov. 7, 2018",60.95B
"Nov. 6, 2018",59.76B
"Nov. 5, 2018",58.66B
"Nov. 2, 2018",58.41B
"Nov. 1, 2018",59.04B
"Oct. 31, 2018",58.06B
"Oct. 30, 2018",57.06B
"Oct. 29, 2018",55.61B
"Oct. 26, 2018",55.48B
"Oct. 25, 2018",56.33B
"Oct. 24, 2018",55.13B
"Oct. 23, 2018",57.55B
"Oct. 22, 2018",57.55B
"Oct. 19, 2018",57.92B
"Oct. 18, 2018",57.26B
"Oct. 17, 2018",58.89B
"Oct. 16, 2018",59.60B
"Oct. 15, 2018",58.24B
"Oct. 12, 2018",58.24B
"Oct. 11, 2018",57.29B
"Oct. 10, 2018",58.36B
"Oct. 9, 2018",60.54B
"Oct. 8, 2018",61.92B
"Oct. 5, 2018",62.21B
"Oct. 4, 2018",63.00B
"Oct. 3, 2018",63.49B
"Oct. 2, 2018",62.98B
"Oct. 1, 2018",63.23B
"Sept. 28, 2018",63.45B
"Sept. 27, 2018",63.43B
