date,days_inventory_outstanding
"Feb. 29, 2020",3.631
"Nov. 30, 2019",3.734
"Aug. 31, 2019",3.794
"May 31, 2019",3.686
"Feb. 28, 2019",3.580
"Nov. 30, 2018",3.388
"Aug. 31, 2018",3.521
"May 31, 2018",3.614
"Feb. 28, 2018",3.634
"Nov. 30, 2017",3.738
"Aug. 31, 2017",3.898
"May 31, 2017",3.862
"Feb. 28, 2017",4.033
"Nov. 30, 2016",4.060
"Aug. 31, 2016",4.060
"May 31, 2016",3.961
"Feb. 29, 2016",4.519
"Nov. 30, 2015",4.669
"Aug. 31, 2015",4.749
"May 31, 2015",3.994
"Feb. 28, 2015",4.805
"Nov. 30, 2014",4.683
"Aug. 31, 2014",4.704
"May 31, 2014",4.816
"Feb. 28, 2014",4.590
"Nov. 30, 2013",4.558
"Aug. 31, 2013",4.698
"May 31, 2013",5.964
"Feb. 28, 2013",4.696
"Nov. 30, 2012",4.689
"Aug. 31, 2012",4.771
"May 31, 2012",4.698
"Feb. 29, 2012",4.761
"Nov. 30, 2011",4.655
"Aug. 31, 2011",9.918
"May 31, 2011",1.686
"Feb. 28, 2011",12.47
"Nov. 30, 2010",25.12
"Aug. 31, 2010",24.89
"May 31, 2010",4.141
"Feb. 28, 2010",28.98
"Nov. 30, 2009",30.17
"Aug. 31, 2009",31.60
"May 31, 2009",36.08
"Feb. 28, 2009",32.59
"Nov. 30, 2008",22.91
"Aug. 31, 2008",18.71
"May 31, 2008",20.19
"Feb. 29, 2008",21.95
"Nov. 30, 2007",21.79
"Aug. 31, 2007",15.99
"May 31, 2007",8.30
"Feb. 28, 2007",49.36
"Nov. 30, 2006",50.39
"Aug. 31, 2006",50.27
"May 31, 2006",-21.76
"Feb. 28, 2006",45.23
"Nov. 30, 2005",41.33
"Aug. 31, 2005",34.37
"May 31, 2005",38.54
"Feb. 28, 2005",39.07
"Nov. 30, 2004",19.77
"Aug. 31, 2004",40.82
"May 31, 2004",20.28
"Feb. 29, 2004",22.96
"Nov. 30, 2003",22.51
"Aug. 31, 2003",47.65
"May 31, 2003",9.288
"Feb. 28, 2003",46.94
"Nov. 30, 2002",7.235
"Aug. 31, 2002",7.789
"May 31, 2002",-5.165
"Feb. 28, 2002",8.79
"Nov. 30, 2001",10.57
"Aug. 31, 2001",9.152
"May 31, 2001",-5.522
"Feb. 28, 2001",9.733
"Nov. 30, 2000",30.37
"Aug. 31, 2000",9.180
"May 31, 2000",24.11
"Feb. 29, 2000",10.26
"Nov. 30, 1999",10.13
"Aug. 31, 1999",11.32
"May 31, 1999",-7.104
"Feb. 28, 1999",12.72
"Nov. 30, 1998",14.10
"Aug. 31, 1998",18.68
"May 31, 1998",-8.285
"Feb. 28, 1998",17.63
"Nov. 30, 1997",14.41
"Aug. 31, 1997",15.22
"May 31, 1997",13.65
"Feb. 28, 1997",12.64
"Nov. 30, 1996",14.73
"Aug. 31, 1996",15.02
"May 31, 1996",7.516
"Feb. 29, 1996",14.32
"Nov. 30, 1995",14.08
"Aug. 31, 1995",14.68
"May 31, 1995",-40.44
"Feb. 28, 1995",13.90
"Nov. 30, 1994",14.25
"Aug. 31, 1994",14.97
"May 31, 1994",9.797
"Feb. 28, 1994",17.61
"Nov. 30, 1993",18.21
"Aug. 31, 1993",19.17
"May 31, 1993",18.91
"Feb. 28, 1993",18.77
"Nov. 30, 1992",22.88
"Aug. 31, 1992",24.29
"May 31, 1992",19.90
"Feb. 29, 1992",18.05
"Nov. 30, 1991",18.57
"Aug. 31, 1991",19.59
"May 31, 1991",17.53
"Feb. 28, 1991",16.42
"Nov. 30, 1990",13.19
"Aug. 31, 1990",12.95
"May 31, 1990",11.98
"Feb. 28, 1990",11.94
"Nov. 30, 1989",10.78
"Aug. 31, 1989",10.82
