date,gross_profit_margin
"Feb. 29, 2020",17.80%
"Nov. 30, 2019",18.89%
"Aug. 31, 2019",20.51%
"May 31, 2019",23.61%
"Feb. 28, 2019",19.98%
"Nov. 30, 2018",21.04%
"Aug. 31, 2018",20.37%
"May 31, 2018",23.59%
"Feb. 28, 2018",19.76%
"Nov. 30, 2017",21.52%
"Aug. 31, 2017",21.19%
"May 31, 2017",21.81%
"Feb. 28, 2017",21.24%
"Nov. 30, 2016",22.56%
"Aug. 31, 2016",22.74%
"May 31, 2016",13.75%
"Feb. 29, 2016",22.69%
"Nov. 30, 2015",23.01%
"Aug. 31, 2015",22.86%
"May 31, 2015",7.02%
"Feb. 28, 2015",21.88%
"Nov. 30, 2014",21.91%
"Aug. 31, 2014",21.64%
"May 31, 2014",25.98%
"Feb. 28, 2014",19.08%
"Nov. 30, 2013",20.21%
"Aug. 31, 2013",20.00%
"May 31, 2013",38.65%
"Feb. 28, 2013",18.75%
"Nov. 30, 2012",19.32%
"Aug. 31, 2012",19.81%
"May 31, 2012",21.75%
"Feb. 29, 2012",19.54%
"Nov. 30, 2011",20.56%
"Aug. 31, 2011",62.62%
"May 31, 2011",-118.0%
"Feb. 28, 2011",69.21%
"Nov. 30, 2010",85.35%
"Aug. 31, 2010",85.15%
"May 31, 2010",10.13%
"Feb. 28, 2010",86.05%
"Nov. 30, 2009",86.58%
"Aug. 31, 2009",86.68%
"May 31, 2009",88.13%
"Feb. 28, 2009",86.67%
"Nov. 30, 2008",82.94%
"Aug. 31, 2008",79.29%
"May 31, 2008",81.24%
"Feb. 29, 2008",82.91%
"Nov. 30, 2007",83.74%
"Aug. 31, 2007",78.91%
"May 31, 2007",60.35%
"Feb. 28, 2007",93.04%
"Nov. 30, 2006",93.46%
"Aug. 31, 2006",93.33%
"May 31, 2006",
"Feb. 28, 2006",92.79%
"Nov. 30, 2005",92.78%
"Aug. 31, 2005",91.37%
"May 31, 2005",92.40%
"Feb. 28, 2005",92.03%
"Nov. 30, 2004",84.27%
"Aug. 31, 2004",92.10%
"May 31, 2004",83.87%
"Feb. 29, 2004",84.36%
"Nov. 30, 2003",84.90%
"Aug. 31, 2003",92.46%
"May 31, 2003",61.49%
"Feb. 28, 2003",91.85%
"Nov. 30, 2002",47.70%
"Aug. 31, 2002",47.82%
"May 31, 2002",
"Feb. 28, 2002",47.36%
"Nov. 30, 2001",56.28%
"Aug. 31, 2001",47.15%
"May 31, 2001",
"Feb. 28, 2001",45.40%
"Nov. 30, 2000",83.36%
"Aug. 31, 2000",46.39%
"May 31, 2000",79.14%
"Feb. 29, 2000",45.16%
"Nov. 30, 1999",45.30%
"Aug. 31, 1999",46.88%
"May 31, 1999",
"Feb. 28, 1999",44.26%
"Nov. 30, 1998",47.48%
"Aug. 31, 1998",57.18%
"May 31, 1998",
"Feb. 28, 1998",52.82%
"Nov. 30, 1997",45.76%
"Aug. 31, 1997",48.59%
"May 31, 1997",47.36%
"Feb. 28, 1997",45.76%
"Nov. 30, 1996",47.54%
"Aug. 31, 1996",48.22%
"May 31, 1996",48.60%
"Feb. 29, 1996",46.29%
"Nov. 30, 1995",48.44%
"Aug. 31, 1995",50.85%
"May 31, 1995",
"Feb. 28, 1995",50.77%
"Nov. 30, 1994",52.76%
"Aug. 31, 1994",52.58%
"May 31, 1994",31.45%
"Feb. 28, 1994",60.55%
"Nov. 30, 1993",62.33%
"Aug. 31, 1993",61.48%
"May 31, 1993",61.85%
"Feb. 28, 1993",60.25%
"Nov. 30, 1992",60.78%
"Aug. 31, 1992",61.18%
"May 31, 1992",61.32%
"Feb. 29, 1992",57.26%
"Nov. 30, 1991",59.64%
"Aug. 31, 1991",59.71%
"May 31, 1991",58.06%
"Feb. 28, 1991",56.06%
"Nov. 30, 1990",55.25%
"Aug. 31, 1990",58.22%
"May 31, 1990",56.60%
"Feb. 28, 1990",55.51%
"Nov. 30, 1989",55.85%
"Aug. 31, 1989",56.55%
