date,historical_monthly_var_1_all
"Feb. 29, 2020",21.17%
"Jan. 31, 2020",21.18%
"Dec. 31, 2019",21.18%
"Nov. 30, 2019",21.18%
"Oct. 31, 2019",21.18%
"Sept. 30, 2019",21.19%
"Aug. 31, 2019",21.19%
"July 31, 2019",21.19%
"June 30, 2019",21.19%
"May 31, 2019",21.19%
"April 30, 2019",21.19%
"March 31, 2019",21.20%
"Feb. 28, 2019",21.20%
"Jan. 31, 2019",21.20%
"Dec. 31, 2018",21.16%
"Nov. 30, 2018",20.64%
"Oct. 31, 2018",20.66%
"Sept. 30, 2018",20.67%
"Aug. 31, 2018",20.69%
"July 31, 2018",20.70%
"June 30, 2018",20.71%
"May 31, 2018",20.72%
"April 30, 2018",20.72%
"March 31, 2018",20.73%
"Feb. 28, 2018",20.73%
"Jan. 31, 2018",20.74%
"Dec. 31, 2017",20.74%
"Nov. 30, 2017",20.74%
"Oct. 31, 2017",20.75%
"Sept. 30, 2017",20.75%
"Aug. 31, 2017",20.77%
"July 31, 2017",20.79%
"June 30, 2017",20.81%
"May 31, 2017",20.83%
"April 30, 2017",20.86%
"March 31, 2017",20.89%
"Feb. 28, 2017",20.93%
"Jan. 31, 2017",20.96%
"Dec. 31, 2016",20.99%
"Nov. 30, 2016",21.00%
"Oct. 31, 2016",21.00%
"Sept. 30, 2016",21.00%
"Aug. 31, 2016",21.01%
"July 31, 2016",21.01%
"June 30, 2016",21.04%
"May 31, 2016",21.06%
"April 30, 2016",21.08%
"March 31, 2016",21.10%
"Feb. 29, 2016",21.12%
"Jan. 31, 2016",21.13%
"Dec. 31, 2015",21.14%
"Nov. 30, 2015",21.15%
"Oct. 31, 2015",21.15%
"Sept. 30, 2015",21.15%
"Aug. 31, 2015",21.16%
"July 31, 2015",21.16%
"June 30, 2015",21.16%
"May 31, 2015",21.16%
"April 30, 2015",21.16%
"March 31, 2015",21.17%
"Feb. 28, 2015",21.17%
"Jan. 31, 2015",21.18%
"Dec. 31, 2014",21.18%
"Nov. 30, 2014",21.18%
"Oct. 31, 2014",21.18%
"Sept. 30, 2014",21.19%
"Aug. 31, 2014",21.19%
"July 31, 2014",21.19%
"June 30, 2014",21.19%
"May 31, 2014",21.19%
"April 30, 2014",21.19%
"March 31, 2014",21.20%
"Feb. 28, 2014",21.20%
"Jan. 31, 2014",21.20%
"Dec. 31, 2013",21.20%
"Nov. 30, 2013",21.20%
"Oct. 31, 2013",21.21%
"Sept. 30, 2013",21.22%
"Aug. 31, 2013",21.22%
"July 31, 2013",21.23%
"June 30, 2013",21.25%
"May 31, 2013",21.27%
"April 30, 2013",21.29%
"March 31, 2013",21.31%
"Feb. 28, 2013",21.33%
"Jan. 31, 2013",21.34%
"Dec. 31, 2012",21.35%
"Nov. 30, 2012",21.36%
"Oct. 31, 2012",21.37%
"Sept. 30, 2012",21.38%
"Aug. 31, 2012",21.40%
"July 31, 2012",21.42%
"June 30, 2012",21.44%
"May 31, 2012",21.46%
"April 30, 2012",21.47%
"March 31, 2012",21.48%
"Feb. 29, 2012",21.49%
"Jan. 31, 2012",21.50%
"Dec. 31, 2011",21.51%
"Nov. 30, 2011",21.53%
"Oct. 31, 2011",21.56%
"Sept. 30, 2011",21.58%
"Aug. 31, 2011",21.60%
"July 31, 2011",21.52%
"June 30, 2011",21.54%
"May 31, 2011",21.57%
"April 30, 2011",21.59%
"March 31, 2011",21.61%
"Feb. 28, 2011",21.62%
"Jan. 31, 2011",21.62%
"Dec. 31, 2010",21.62%
"Nov. 30, 2010",21.62%
"Oct. 31, 2010",21.63%
"Sept. 30, 2010",21.65%
"Aug. 31, 2010",21.68%
"July 31, 2010",21.71%
"June 30, 2010",21.73%
"May 31, 2010",21.74%
"April 30, 2010",21.74%
"March 31, 2010",21.75%
"Feb. 28, 2010",21.75%
"Jan. 31, 2010",21.75%
"Dec. 31, 2009",21.76%
"Nov. 30, 2009",21.78%
"Oct. 31, 2009",21.79%
"Sept. 30, 2009",21.80%
"Aug. 31, 2009",21.82%
"July 31, 2009",21.85%
"June 30, 2009",21.88%
"May 31, 2009",21.91%
"April 30, 2009",21.94%
"March 31, 2009",21.96%
"Feb. 28, 2009",21.30%
"Jan. 31, 2009",21.20%
"Dec. 31, 2008",21.20%
"Nov. 30, 2008",21.20%
"Oct. 31, 2008",21.21%
"Sept. 30, 2008",20.59%
"Aug. 31, 2008",20.59%
"July 31, 2008",20.59%
"June 30, 2008",20.60%
"May 31, 2008",20.61%
"April 30, 2008",20.62%
"March 31, 2008",20.63%
"Feb. 29, 2008",20.65%
"Jan. 31, 2008",20.66%
"Dec. 31, 2007",20.67%
"Nov. 30, 2007",20.69%
"Oct. 31, 2007",20.70%
"Sept. 30, 2007",20.71%
"Aug. 31, 2007",20.72%
"July 31, 2007",20.72%
"June 30, 2007",20.73%
"May 31, 2007",20.73%
"April 30, 2007",20.74%
"March 31, 2007",20.74%
"Feb. 28, 2007",20.74%
"Jan. 31, 2007",20.75%
"Dec. 31, 2006",20.76%
"Nov. 30, 2006",20.78%
"Oct. 31, 2006",20.80%
"Sept. 30, 2006",20.82%
"Aug. 31, 2006",20.84%
"July 31, 2006",20.87%
"June 30, 2006",20.90%
"May 31, 2006",20.94%
"April 30, 2006",20.97%
"March 31, 2006",21.00%
"Feb. 28, 2006",21.00%
"Jan. 31, 2006",21.00%
"Dec. 31, 2005",21.00%
"Nov. 30, 2005",21.01%
"Oct. 31, 2005",21.02%
"Sept. 30, 2005",21.04%
"Aug. 31, 2005",21.06%
"July 31, 2005",21.09%
"June 30, 2005",21.11%
"May 31, 2005",21.12%
"April 30, 2005",21.13%
"March 31, 2005",21.14%
"Feb. 28, 2005",21.15%
"Jan. 31, 2005",21.15%
"Dec. 31, 2004",21.15%
"Nov. 30, 2004",21.16%
"Oct. 31, 2004",21.16%
"Sept. 30, 2004",21.16%
"Aug. 31, 2004",21.16%
"July 31, 2004",21.17%
"June 30, 2004",21.17%
"May 31, 2004",21.18%
"April 30, 2004",21.19%
"March 31, 2004",21.19%
"Feb. 29, 2004",21.19%
"Jan. 31, 2004",21.19%
"Dec. 31, 2003",21.19%
"Nov. 30, 2003",21.20%
"Oct. 31, 2003",21.20%
"Sept. 30, 2003",21.20%
"Aug. 31, 2003",21.20%
"July 31, 2003",21.20%
"June 30, 2003",21.21%
"May 31, 2003",21.21%
"April 30, 2003",21.22%
"March 31, 2003",21.23%
