date,quality_ratio
"Feb. 29, 2020",0.222
"Nov. 30, 2019",0.2391
"Aug. 31, 2019",0.2628
"May 31, 2019",0.2783
"Feb. 28, 2019",0.2787
"Nov. 30, 2018",0.2807
"Aug. 31, 2018",0.2803
"May 31, 2018",0.2794
"Feb. 28, 2018",0.2724
"Nov. 30, 2017",0.2769
"Aug. 31, 2017",0.2795
"May 31, 2017",0.2855
"Feb. 28, 2017",0.2623
"Nov. 30, 2016",0.2653
"Aug. 31, 2016",0.2648
"May 31, 2016",0.2636
"Feb. 29, 2016",0.2524
"Nov. 30, 2015",0.2507
"Aug. 31, 2015",0.2518
"May 31, 2015",0.2498
"Feb. 28, 2015",0.322
"Nov. 30, 2014",0.3146
"Aug. 31, 2014",0.3039
"May 31, 2014",0.2924
"Feb. 28, 2014",0.3352
"Nov. 30, 2013",0.335
"Aug. 31, 2013",0.336
"May 31, 2013",0.342
"Feb. 28, 2013",0.2863
"Nov. 30, 2012",0.2931
"Aug. 31, 2012",0.3012
"May 31, 2012",0.4645
"Feb. 29, 2012",-0.0587
"Nov. 30, 2011",0.1102
"Aug. 31, 2011",0.3406
"May 31, 2011",0.4047
"Feb. 28, 2011",0.9395
"Nov. 30, 2010",0.9833
"Aug. 31, 2010",0.9696
"May 31, 2010",0.9319
"Feb. 28, 2010",1.156
"Nov. 30, 2009",1.124
"Aug. 31, 2009",1.129
"May 31, 2009",1.151
"Feb. 28, 2009",1.19
"Nov. 30, 2008",1.245
"Aug. 31, 2008",1.270
"May 31, 2008",1.266
"Feb. 29, 2008",1.171
"Nov. 30, 2007",1.176
"Aug. 31, 2007",1.199
"May 31, 2007",1.240
"Feb. 28, 2007",1.446
"Nov. 30, 2006",1.469
"Aug. 31, 2006",1.486
"May 31, 2006",1.491
"Feb. 28, 2006",1.398
"Nov. 30, 2005",1.385
"Aug. 31, 2005",1.345
"May 31, 2005",1.333
"Feb. 28, 2005",1.298
"Nov. 30, 2004",1.268
"Aug. 31, 2004",1.269
"May 31, 2004",1.260
"Feb. 29, 2004",1.183
"Nov. 30, 2003",1.241
"Aug. 31, 2003",1.122
"May 31, 2003",0.9641
"Feb. 28, 2003",1.431
"Nov. 30, 2002",1.26
"Aug. 31, 2002",1.292
"May 31, 2002",1.287
"Feb. 28, 2002",1.277
"Nov. 30, 2001",1.286
"Aug. 31, 2001",1.417
"May 31, 2001",1.449
"Feb. 28, 2001",1.014
"Nov. 30, 2000",1.035
"Aug. 31, 2000",0.8896
"May 31, 2000",0.8901
"Feb. 29, 2000",1.312
"Nov. 30, 1999",1.314
"Aug. 31, 1999",1.350
"May 31, 1999",1.41
"Feb. 28, 1999",1.440
"Nov. 30, 1998",1.534
"Aug. 31, 1998",1.598
"May 31, 1998",1.576
"Feb. 28, 1998",0.9145
"Nov. 30, 1997",0.9052
"Aug. 31, 1997",0.8774
"May 31, 1997",0.8303
"Feb. 28, 1997",0.9795
"Nov. 30, 1996",0.9352
"Aug. 31, 1996",0.9334
"May 31, 1996",0.937
"Feb. 29, 1996",1.010
"Nov. 30, 1995",1.032
"Aug. 31, 1995",1.052
"May 31, 1995",1.057
"Feb. 28, 1995",0.7165
"Nov. 30, 1994",0.733
"Aug. 31, 1994",0.7516
"May 31, 1994",0.77
"Feb. 28, 1994",0.8719
"Nov. 30, 1993",0.8584
"Aug. 31, 1993",0.8476
"May 31, 1993",0.8412
"Feb. 28, 1993",0.8255
"Nov. 30, 1992",0.8071
"Aug. 31, 1992",0.801
"May 31, 1992",0.7893
"Feb. 29, 1992",0.7644
"Nov. 30, 1991",0.7467
"Aug. 31, 1991",0.7376
"May 31, 1991",0.7448
"Feb. 28, 1991",0.7483
"Nov. 30, 1990",0.7576
"Aug. 31, 1990",0.7613
"May 31, 1990",0.7406
