date,quality_ratio_fractile
"Nov. 30, 2019",5.00
"Aug. 31, 2019",6.00
"May 31, 2019",6.00
"Feb. 28, 2019",6.00
"Nov. 30, 2018",6.00
"Aug. 31, 2018",6.00
"May 31, 2018",5.00
"Feb. 28, 2018",6.00
"Nov. 30, 2017",5.00
"Aug. 31, 2017",6.00
"May 31, 2017",5.00
"Feb. 28, 2017",5.00
"Nov. 30, 2016",5.00
"Aug. 31, 2016",5.00
"May 31, 2016",5.00
"Feb. 29, 2016",5.00
"Nov. 30, 2015",5.00
"Aug. 31, 2015",5.00
"May 31, 2015",4.00
"Feb. 28, 2015",6.00
"Nov. 30, 2014",5.00
"Aug. 31, 2014",6.00
"May 31, 2014",5.00
"Feb. 28, 2014",6.00
"Nov. 30, 2013",5.00
"Aug. 31, 2013",6.00
"May 31, 2013",5.00
"Feb. 28, 2013",5.00
"Nov. 30, 2012",4.00
"Aug. 31, 2012",5.00
"May 31, 2012",6.00
"Feb. 29, 2012",1.00
"Nov. 30, 2011",2.00
"Aug. 31, 2011",5.00
"May 31, 2011",5.00
"Feb. 28, 2011",7.00
"Nov. 30, 2010",7.00
"Aug. 31, 2010",7.00
"May 31, 2010",6.00
"Feb. 28, 2010",6.00
"Nov. 30, 2009",5.00
"Aug. 31, 2009",5.00
"May 31, 2009",5.00
"Feb. 28, 2009",5.00
"Nov. 30, 2008",5.00
"Aug. 31, 2008",5.00
"May 31, 2008",4.00
"Feb. 29, 2008",4.00
"Nov. 30, 2007",4.00
"Aug. 31, 2007",4.00
"May 31, 2007",4.00
"Feb. 28, 2007",4.00
"Nov. 30, 2006",4.00
"Aug. 31, 2006",4.00
"May 31, 2006",4.00
"Feb. 28, 2006",4.00
"Nov. 30, 2005",4.00
"Aug. 31, 2005",4.00
"May 31, 2005",4.00
"Feb. 28, 2005",4.00
"Nov. 30, 2004",3.00
"Aug. 31, 2004",4.00
"May 31, 2004",3.00
"Feb. 29, 2004",3.00
"Nov. 30, 2003",3.00
"Aug. 31, 2003",3.00
"May 31, 2003",3.00
"Feb. 28, 2003",3.00
"Nov. 30, 2002",3.00
"Aug. 31, 2002",3.00
"May 31, 2002",3.00
"Feb. 28, 2002",3.00
"Nov. 30, 2001",3.00
"Aug. 31, 2001",3.00
"May 31, 2001",3.00
"Feb. 28, 2001",3.00
"Nov. 30, 2000",3.00
"Aug. 31, 2000",3.00
"May 31, 2000",3.00
"Feb. 29, 2000",3.00
"Nov. 30, 1999",3.00
"Aug. 31, 1999",3.00
"May 31, 1999",3.00
"Feb. 28, 1999",3.00
"Nov. 30, 1998",2.00
"Aug. 31, 1998",2.00
"May 31, 1998",2.00
"Feb. 28, 1998",2.00
"Nov. 30, 1997",2.00
"Aug. 31, 1997",2.00
"May 31, 1997",2.00
"Feb. 28, 1997",2.00
"Nov. 30, 1996",2.00
"Aug. 31, 1996",2.00
"May 31, 1996",2.00
"Feb. 29, 1996",2.00
"Nov. 30, 1995",2.00
"Aug. 31, 1995",2.00
"May 31, 1995",2.00
"Feb. 28, 1995",2.00
"Nov. 30, 1994",2.00
"Aug. 31, 1994",2.00
"May 31, 1994",2.00
"Feb. 28, 1994",2.00
"Nov. 30, 1993",2.00
"Aug. 31, 1993",1.00
"May 31, 1993",1.00
"Feb. 28, 1993",1.00
"Nov. 30, 1992",1.00
"Aug. 31, 1992",1.00
"May 31, 1992",1.00
"Feb. 29, 1992",1.00
"Nov. 30, 1991",1.00
"Aug. 31, 1991",1.00
"May 31, 1991",1.00
"Feb. 28, 1991",1.00
"Nov. 30, 1990",1.00
"Aug. 31, 1990",1.00
"May 31, 1990",1.00
