date,price_target_upside
"March 19, 2020",23.85%
"March 18, 2020",39.65%
"March 17, 2020",62.88%
"March 16, 2020",71.60%
"March 13, 2020",49.90%
"March 12, 2020",67.59%
"March 11, 2020",46.62%
"March 10, 2020",35.81%
"March 9, 2020",43.27%
"March 6, 2020",30.14%
"March 5, 2020",27.88%
"March 4, 2020",21.81%
"March 3, 2020",25.18%
"March 2, 2020",19.21%
"Feb. 28, 2020",18.01%
"Feb. 27, 2020",20.06%
"Feb. 26, 2020",15.27%
"Feb. 25, 2020",14.42%
"Feb. 24, 2020",7.59%
"Feb. 21, 2020",2.05%
"Feb. 20, 2020",-0.02%
"Feb. 19, 2020",2.32%
"Feb. 18, 2020",3.98%
"Feb. 14, 2020",3.95%
"Feb. 13, 2020",2.11%
"Feb. 12, 2020",4.02%
"Feb. 11, 2020",4.35%
"Feb. 10, 2020",4.50%
"Feb. 7, 2020",4.64%
"Feb. 6, 2020",9.59%
"Feb. 5, 2020",8.62%
"Feb. 4, 2020",10.42%
"Feb. 3, 2020",13.38%
"Jan. 31, 2020",12.75%
"Jan. 30, 2020",10.00%
"Jan. 29, 2020",10.14%
"Jan. 28, 2020",9.89%
"Jan. 27, 2020",9.83%
"Jan. 24, 2020",5.85%
"Jan. 23, 2020",5.22%
"Jan. 22, 2020",4.77%
"Jan. 21, 2020",3.45%
"Jan. 17, 2020",1.86%
"Jan. 16, 2020",2.14%
"Jan. 15, 2020",2.39%
"Jan. 14, 2020",0.51%
"Jan. 13, 2020",2.18%
"Jan. 10, 2020",3.91%
"Jan. 9, 2020",2.98%
"Jan. 8, 2020",3.30%
"Jan. 7, 2020",4.86%
"Jan. 6, 2020",5.88%
"Jan. 3, 2020",5.97%
"Jan. 2, 2020",4.66%
"Dec. 31, 2019",7.35%
"Dec. 30, 2019",8.11%
"Dec. 27, 2019",6.42%
"Dec. 26, 2019",6.45%
"Dec. 24, 2019",7.65%
"Dec. 23, 2019",8.12%
"Dec. 20, 2019",10.98%
"Dec. 19, 2019",11.94%
"Dec. 18, 2019",12.38%
"Dec. 17, 2019",2.10%
"Dec. 16, 2019",2.04%
"Dec. 13, 2019",0.53%
"Dec. 12, 2019",1.01%
"Dec. 11, 2019",4.23%
"Dec. 10, 2019",5.61%
"Dec. 9, 2019",5.97%
"Dec. 6, 2019",5.90%
"Dec. 5, 2019",7.79%
"Dec. 4, 2019",7.84%
"Dec. 3, 2019",9.78%
"Dec. 2, 2019",5.00%
"Nov. 29, 2019",3.67%
"Nov. 27, 2019",2.73%
"Nov. 26, 2019",2.51%
"Nov. 25, 2019",3.77%
"Nov. 22, 2019",5.75%
"Nov. 21, 2019",8.20%
"Nov. 20, 2019",8.07%
"Nov. 19, 2019",5.81%
"Nov. 18, 2019",4.45%
"Nov. 15, 2019",3.93%
"Nov. 14, 2019",5.03%
"Nov. 13, 2019",5.33%
"Nov. 12, 2019",2.07%
"Nov. 11, 2019",1.46%
"Nov. 8, 2019",0.82%
"Nov. 7, 2019",0.39%
"Nov. 6, 2019",0.85%
"Nov. 5, 2019",-0.18%
"Nov. 4, 2019",-0.17%
"Nov. 1, 2019",4.78%
"Oct. 31, 2019",7.43%
"Oct. 30, 2019",5.24%
"Oct. 29, 2019",3.79%
"Oct. 28, 2019",3.54%
"Oct. 25, 2019",3.13%
"Oct. 24, 2019",5.83%
"Oct. 23, 2019",4.53%
"Oct. 22, 2019",5.44%
"Oct. 21, 2019",7.23%
"Oct. 18, 2019",9.24%
"Oct. 17, 2019",8.85%
"Oct. 16, 2019",8.80%
"Oct. 15, 2019",9.39%
"Oct. 14, 2019",11.76%
"Oct. 11, 2019",12.71%
"Oct. 10, 2019",16.59%
"Oct. 9, 2019",18.55%
"Oct. 8, 2019",20.67%
"Oct. 7, 2019",17.53%
"Oct. 4, 2019",16.78%
"Oct. 3, 2019",18.55%
"Oct. 2, 2019",20.37%
"Oct. 1, 2019",19.64%
"Sept. 30, 2019",16.41%
"Sept. 27, 2019",18.49%
"Sept. 26, 2019",18.33%
"Sept. 25, 2019",16.82%
"Sept. 24, 2019",19.91%
"Sept. 23, 2019",18.34%
"Sept. 20, 2019",17.05%
"Sept. 19, 2019",14.24%
"Sept. 18, 2019",16.04%
"Sept. 17, 2019",4.18%
"Sept. 16, 2019",5.41%
"Sept. 13, 2019",5.18%
"Sept. 12, 2019",5.41%
"Sept. 11, 2019",4.90%
"Sept. 10, 2019",5.93%
"Sept. 9, 2019",9.00%
"Sept. 6, 2019",12.73%
"Sept. 5, 2019",10.74%
"Sept. 4, 2019",14.45%
"Sept. 3, 2019",17.16%
"Aug. 30, 2019",14.84%
"Aug. 29, 2019",15.69%
"Aug. 28, 2019",19.44%
"Aug. 27, 2019",22.36%
"Aug. 26, 2019",19.98%
"Aug. 23, 2019",20.39%
"Aug. 22, 2019",15.73%
"Aug. 21, 2019",15.67%
"Aug. 20, 2019",17.40%
"Aug. 19, 2019",15.57%
"Aug. 16, 2019",17.28%
"Aug. 15, 2019",19.72%
"Aug. 14, 2019",17.99%
"Aug. 13, 2019",13.98%
"Aug. 12, 2019",15.19%
"Aug. 9, 2019",12.85%
"Aug. 8, 2019",11.41%
"Aug. 7, 2019",13.88%
"Aug. 6, 2019",13.51%
"Aug. 5, 2019",16.34%
"Aug. 2, 2019",11.75%
"Aug. 1, 2019",12.03%
"July 31, 2019",7.29%
"July 30, 2019",6.13%
"July 29, 2019",6.00%
"July 26, 2019",4.59%
"July 25, 2019",4.03%
