date,ebitda_ttm
"Feb. 29, 2020",3.651B
"Nov. 30, 2019",4.098B
"Aug. 31, 2019",4.573B
"May 31, 2019",4.596B
"Feb. 28, 2019",8.41B
"Nov. 30, 2018",8.288B
"Aug. 31, 2018",8.163B
"May 31, 2018",8.006B
"Feb. 28, 2018",7.626B
"Nov. 30, 2017",7.769B
"Aug. 31, 2017",7.805B
"May 31, 2017",8.086B
"Feb. 28, 2017",6.295B
"Nov. 30, 2016",6.035B
"Aug. 31, 2016",5.918B
"May 31, 2016",5.707B
"Feb. 29, 2016",4.44B
"Nov. 30, 2015",4.603B
"Aug. 31, 2015",4.552B
"May 31, 2015",4.473B
"Feb. 28, 2015",7.346B
"Nov. 30, 2014",6.949B
"Aug. 31, 2014",6.684B
"May 31, 2014",6.405B
"Feb. 28, 2014",7.13B
"Nov. 30, 2013",7.072B
"Aug. 31, 2013",6.908B
"May 31, 2013",6.789B
"Feb. 28, 2013",5.266B
"Nov. 30, 2012",5.387B
"Aug. 31, 2012",5.375B
"May 31, 2012",6.644B
"Feb. 29, 2012",2.577B
"Nov. 30, 2011",3.46B
"Aug. 31, 2011",3.124B
"May 31, 2011",1.64B
"Feb. 28, 2011",5.488B
"Nov. 30, 2010",4.137B
"Aug. 31, 2010",4.224B
"May 31, 2010",3.931B
"Feb. 28, 2010",-1.528B
"Nov. 30, 2009",-447.00M
"Aug. 31, 2009",1.119B
"May 31, 2009",2.737B
"Feb. 28, 2009",3.422B
"Nov. 30, 2008",3.895B
"Aug. 31, 2008",3.895B
"May 31, 2008",3.943B
"Feb. 29, 2008",9.081B
"Nov. 30, 2007",7.729B
"Aug. 31, 2007",6.383B
"May 31, 2007",5.093B
"Feb. 28, 2007",8.524B
"Nov. 30, 2006",8.538B
"Aug. 31, 2006",8.445B
"May 31, 2006",8.216B
"Feb. 28, 2006",4.345B
"Nov. 30, 2005",4.161B
"Aug. 31, 2005",2.794B
"May 31, 2005",3.262B
"Feb. 28, 2005",2.514B
"Nov. 30, 2004",1.774B
"Aug. 31, 2004",2.225B
"May 31, 2004",1.659B
"Feb. 29, 2004",-1.111B
"Nov. 30, 2003",-336.00M
"Aug. 31, 2003",-1.556B
"May 31, 2003",-3.448B
"Feb. 28, 2003",2.203B
"Nov. 30, 2002",173.00M
"Aug. 31, 2002",1.792B
"May 31, 2002",1.784B
"Feb. 28, 2002",1.785B
"Nov. 30, 2001",1.719B
"Aug. 31, 2001",1.213B
"May 31, 2001",1.303B
"Feb. 28, 2001",289.48M
"Nov. 30, 2000",397.38M
"Aug. 31, 2000",-725.40M
"May 31, 2000",-675.00M
"Feb. 29, 2000",-124.36M
"Nov. 30, 1999",-200.86M
"Aug. 31, 1999",-65.66M
"May 31, 1999",1.372B
"Feb. 28, 1999",-113.73M
"Nov. 30, 1998",1.413B
"Aug. 31, 1998",1.400B
"May 31, 1998",132.07M
"Feb. 28, 1998",-1.982B
"Nov. 30, 1997",-3.186B
"Aug. 31, 1997",-3.096B
"May 31, 1997",-3.101B
"Feb. 28, 1997",-2.747B
"Nov. 30, 1996",-2.758B
"Aug. 31, 1996",-2.659B
"May 31, 1996",-2.552B
"Feb. 29, 1996",805.60M
"Nov. 30, 1995",973.30M
"Aug. 31, 1995",1.116B
"May 31, 1995",1.243B
"Feb. 28, 1995",-3.136B
"Nov. 30, 1994",-2.678B
"Aug. 31, 1994",-2.256B
"May 31, 1994",-1.880B
"Feb. 28, 1994",-120.70M
"Nov. 30, 1993",258.80M
"Aug. 31, 1993",612.60M
"May 31, 1993",957.20M
"Feb. 28, 1993",933.90M
"Nov. 30, 1992",870.80M
"Aug. 31, 1992",850.30M
"May 31, 1992",854.00M
"Feb. 29, 1992",860.30M
"Nov. 30, 1991",883.90M
"Aug. 31, 1991",899.90M
"May 31, 1991",935.20M
"Feb. 28, 1991",919.00M
"Nov. 30, 1990",930.30M
"Aug. 31, 1990",921.00M
"May 31, 1990",892.80M
"Feb. 28, 1990",-2.422B
"Nov. 30, 1989",-1.317B
"Aug. 31, 1989",-427.20M
"May 31, 1989",424.50M
"Feb. 28, 1989",1.048B
"Nov. 30, 1988",741.00M
"Aug. 31, 1988",548.50M
"May 31, 1988",379.40M
"Feb. 29, 1988",886.40M
"Nov. 30, 1987",708.10M
"Aug. 31, 1987",548.20M
"May 31, 1987",364.80M
"Feb. 28, 1987",637.70M
"Nov. 30, 1986",506.90M
"Aug. 31, 1986",348.70M
"May 31, 1986",212.00M
"Feb. 28, 1986",581.70M
"Nov. 30, 1985",427.30M
"Aug. 31, 1985",287.00M
"May 31, 1985",136.80M
"Feb. 28, 1985",580.10M
"Nov. 30, 1984",441.50M
