date,springate_score
"Feb. 29, 2020",0.5219
"Nov. 30, 2019",0.6095
"Aug. 31, 2019",0.7199
"May 31, 2019",0.7964
"Feb. 28, 2019",1.296
"Nov. 30, 2018",1.302
"Aug. 31, 2018",1.295
"May 31, 2018",1.306
"Feb. 28, 2018",1.292
"Nov. 30, 2017",1.354
"Aug. 31, 2017",1.383
"May 31, 2017",1.428
"Feb. 28, 2017",1.195
"Nov. 30, 2016",1.183
"Aug. 31, 2016",1.197
"May 31, 2016",1.197
"Feb. 29, 2016",1.039
"Nov. 30, 2015",1.109
"Aug. 31, 2015",1.115
"May 31, 2015",1.101
"Feb. 28, 2015",1.777
"Nov. 30, 2014",1.671
"Aug. 31, 2014",1.597
"May 31, 2014",1.519
"Feb. 28, 2014",1.698
"Nov. 30, 2013",1.719
"Aug. 31, 2013",1.735
"May 31, 2013",1.732
"Feb. 28, 2013",1.416
"Nov. 30, 2012",1.460
"Aug. 31, 2012",1.479
"May 31, 2012",1.800
"Feb. 29, 2012",0.8472
"Nov. 30, 2011",1.071
"Aug. 31, 2011",1.013
"May 31, 2011",0.6583
"Feb. 28, 2011",1.648
"Nov. 30, 2010",1.289
"Aug. 31, 2010",1.332
"May 31, 2010",1.237
"Feb. 28, 2010",-0.3205
"Nov. 30, 2009",-0.0185
"Aug. 31, 2009",0.423
"May 31, 2009",0.854
"Feb. 28, 2009",1.033
"Nov. 30, 2008",1.142
"Aug. 31, 2008",1.183
"May 31, 2008",1.216
"Feb. 29, 2008",2.528
"Nov. 30, 2007",2.123
"Aug. 31, 2007",1.785
