date,ca_score
"Feb. 29, 2020",-0.9724
"Nov. 30, 2019",-0.8311
"Aug. 31, 2019",-0.6522
"May 31, 2019",-0.495
"Feb. 28, 2019",-0.1256
"Nov. 30, 2018",-0.142
"Aug. 31, 2018",-0.166
"May 31, 2018",-0.2106
"Feb. 28, 2018",-0.2749
"Nov. 30, 2017",-0.2981
"Aug. 31, 2017",-0.3121
"May 31, 2017",-0.3093
"Feb. 28, 2017",-0.424
"Nov. 30, 2016",-0.3748
"Aug. 31, 2016",-0.2791
"May 31, 2016",-0.1823
"Feb. 29, 2016",-0.1522
"Nov. 30, 2015",-0.0398
"Aug. 31, 2015",0.0413
"May 31, 2015",0.0918
"Feb. 28, 2015",0.5475
"Nov. 30, 2014",0.5821
"Aug. 31, 2014",0.5843
"May 31, 2014",0.5835
"Feb. 28, 2014",0.7294
"Nov. 30, 2013",0.7636
"Aug. 31, 2013",0.7356
"May 31, 2013",0.7235
"Feb. 28, 2013",0.5896
"Nov. 30, 2012",0.6811
"Aug. 31, 2012",0.7712
"May 31, 2012",1.067
"Feb. 29, 2012",0.5137
"Nov. 30, 2011",0.6515
"Aug. 31, 2011",0.6071
"May 31, 2011",0.3474
"Feb. 28, 2011",1.044
"Nov. 30, 2010",0.8106
"Aug. 31, 2010",0.8485
"May 31, 2010",0.7752
"Feb. 28, 2010",-0.2344
"Nov. 30, 2009",-0.0415
"Aug. 31, 2009",0.2508
"May 31, 2009",0.5479
"Feb. 28, 2009",0.7079
"Nov. 30, 2008",0.8205
"Aug. 31, 2008",0.8087
"May 31, 2008",0.778
"Feb. 29, 2008",1.686
"Nov. 30, 2007",1.364
"Aug. 31, 2007",1.066
"May 31, 2007",0.8006
"Feb. 28, 2007",1.465
"Nov. 30, 2006",1.504
"Aug. 31, 2006",1.529
"May 31, 2006",1.506
"Feb. 28, 2006",0.6498
"Nov. 30, 2005",0.5564
"Aug. 31, 2005",0.2094
"May 31, 2005",0.2593
"Feb. 28, 2005",0.0437
"Nov. 30, 2004",-0.1147
"Aug. 31, 2004",0.0361
"May 31, 2004",-0.0655
"Feb. 29, 2004",-0.7797
"Nov. 30, 2003",-0.5047
"Aug. 31, 2003",-0.862
"May 31, 2003",-1.464
"Feb. 28, 2003",0.2892
"Nov. 30, 2002",-0.385
"Aug. 31, 2002",0.1058
"May 31, 2002",0.067
"Feb. 28, 2002",0.0213
"Nov. 30, 2001",-0.0321
"Aug. 31, 2001",-0.2145
"May 31, 2001",-0.1893
"Feb. 28, 2001",-0.5751
"Nov. 30, 2000",-0.5473
"Aug. 31, 2000",-0.9528
"May 31, 2000",-0.9269
"Feb. 29, 2000",-0.6917
"Nov. 30, 1999",-0.7185
"Aug. 31, 1999",-0.6412
"May 31, 1999",-0.0333
"Feb. 28, 1999",-0.7206
"Nov. 30, 1998",-0.0218
"Aug. 31, 1998",-0.0003
"May 31, 1998",-0.6569
"Feb. 28, 1998",-1.809
"Nov. 30, 1997",-2.607
"Aug. 31, 1997",-2.646
"May 31, 1997",-2.748
"Feb. 28, 1997",-2.631
"Nov. 30, 1996",-2.672
"Aug. 31, 1996",-2.671
"May 31, 1996",-2.655
"Feb. 29, 1996",-0.4403
"Nov. 30, 1995",-0.3284
"Aug. 31, 1995",-0.2439
"May 31, 1995",-0.171
"Feb. 28, 1995",-3.465
"Nov. 30, 1994",-3.187
"Aug. 31, 1994",-2.934
"May 31, 1994",-2.703
"Feb. 28, 1994",-1.392
"Nov. 30, 1993",-1.129
"Aug. 31, 1993",-0.8665
"May 31, 1993",-0.5957
"Feb. 28, 1993",-0.6472
"Nov. 30, 1992",-0.6969
"Aug. 31, 1992",-0.704
"May 31, 1992",-0.696
"Feb. 29, 1992",-0.7157
"Nov. 30, 1991",-0.6989
"Aug. 31, 1991",-0.6798
"May 31, 1991",-0.6353
"Feb. 28, 1991",-0.6233
"Nov. 30, 1990",-0.5446
"Aug. 31, 1990",-0.5065
"May 31, 1990",-0.5357
"Feb. 28, 1990",-3.284
"Nov. 30, 1989",-2.271
