date,ps_ratio
"March 19, 2020",0.4212
"March 18, 2020",0.376
"March 17, 2020",0.3581
"March 16, 2020",0.3413
"March 13, 2020",0.4022
"March 12, 2020",0.3658
"March 11, 2020",0.4187
"March 10, 2020",0.4551
"March 9, 2020",0.4364
"March 6, 2020",0.4816
"March 5, 2020",0.49
"March 4, 2020",0.5145
"March 3, 2020",0.502
"March 2, 2020",0.5271
"Feb. 29, 2020",0.5324
"Feb. 28, 2020",0.5366
"Feb. 27, 2020",0.5275
"Feb. 26, 2020",0.5494
"Feb. 25, 2020",0.5535
"Feb. 24, 2020",0.5886
"Feb. 21, 2020",0.6205
"Feb. 20, 2020",0.6269
"Feb. 19, 2020",0.6125
"Feb. 18, 2020",0.6028
"Feb. 14, 2020",0.6029
"Feb. 13, 2020",0.6138
"Feb. 12, 2020",0.6025
"Feb. 11, 2020",0.6006
"Feb. 10, 2020",0.5959
"Feb. 7, 2020",0.5917
"Feb. 6, 2020",0.565
"Feb. 5, 2020",0.57
"Feb. 4, 2020",0.5607
"Feb. 3, 2020",0.5468
"Jan. 31, 2020",0.5498
"Jan. 30, 2020",0.5636
"Jan. 29, 2020",0.5628
"Jan. 28, 2020",0.5641
"Jan. 27, 2020",0.5644
"Jan. 24, 2020",0.5856
"Jan. 23, 2020",0.5887
"Jan. 22, 2020",0.5912
"Jan. 21, 2020",0.5988
"Jan. 17, 2020",0.6081
"Jan. 16, 2020",0.6064
"Jan. 15, 2020",0.605
"Jan. 14, 2020",0.6163
"Jan. 13, 2020",0.6055
"Jan. 10, 2020",0.5954
"Jan. 9, 2020",0.6008
"Jan. 8, 2020",0.5973
"Jan. 7, 2020",0.5884
"Jan. 6, 2020",0.5827
"Jan. 3, 2020",0.5823
"Jan. 2, 2020",0.5896
"Dec. 31, 2019",0.5748
"Dec. 30, 2019",0.5707
"Dec. 27, 2019",0.5798
"Dec. 26, 2019",0.5796
"Dec. 24, 2019",0.5731
"Dec. 23, 2019",0.5766
"Dec. 20, 2019",0.563
"Dec. 19, 2019",0.5588
"Dec. 18, 2019",0.5582
"Dec. 17, 2019",0.6205
"Dec. 16, 2019",0.6238
"Dec. 13, 2019",0.6297
"Dec. 12, 2019",0.6268
"Dec. 11, 2019",0.6047
"Dec. 10, 2019",0.5968
"Dec. 9, 2019",0.5949
"Dec. 6, 2019",0.5953
"Dec. 5, 2019",0.5852
"Dec. 4, 2019",0.5849
"Dec. 3, 2019",0.5745
"Dec. 2, 2019",0.6007
"Nov. 30, 2019",0.6084
"Nov. 29, 2019",0.6063
"Nov. 27, 2019",0.6118
"Nov. 26, 2019",0.6118
"Nov. 25, 2019",0.6044
"Nov. 22, 2019",0.5931
"Nov. 21, 2019",0.5761
"Nov. 20, 2019",0.5768
"Nov. 19, 2019",0.5892
"Nov. 18, 2019",0.5968
"Nov. 15, 2019",0.5998
"Nov. 14, 2019",0.5935
"Nov. 13, 2019",0.5918
"Nov. 12, 2019",0.6107
"Nov. 11, 2019",0.6144
"Nov. 8, 2019",0.6183
"Nov. 7, 2019",0.621
"Nov. 6, 2019",0.6181
"Nov. 5, 2019",0.6245
"Nov. 4, 2019",0.6245
"Nov. 1, 2019",0.5929
"Oct. 31, 2019",0.5783
"Oct. 30, 2019",0.5904
"Oct. 29, 2019",0.5986
"Oct. 28, 2019",0.6001
"Oct. 25, 2019",0.5989
"Oct. 24, 2019",0.5836
"Oct. 23, 2019",0.5909
"Oct. 22, 2019",0.5858
"Oct. 21, 2019",0.576
"Oct. 18, 2019",0.5679
"Oct. 17, 2019",0.5709
"Oct. 16, 2019",0.5712
"Oct. 15, 2019",0.5681
"Oct. 14, 2019",0.556
"Oct. 11, 2019",0.5513
"Oct. 10, 2019",0.5355
"Oct. 9, 2019",0.5275
"Oct. 8, 2019",0.5243
"Oct. 7, 2019",0.5383
"Oct. 4, 2019",0.5417
"Oct. 3, 2019",0.5368
"Oct. 2, 2019",0.5333
"Oct. 1, 2019",0.5366
"Sept. 30, 2019",0.5515
"Sept. 27, 2019",0.5491
"Sept. 26, 2019",0.5499
"Sept. 25, 2019",0.557
"Sept. 24, 2019",0.5427
"Sept. 23, 2019",0.5518
"Sept. 20, 2019",0.5636
"Sept. 19, 2019",0.5775
"Sept. 18, 2019",0.5717
"Sept. 17, 2019",0.6565
"Sept. 16, 2019",0.6575
"Sept. 13, 2019",0.6595
"Sept. 12, 2019",0.6573
"Sept. 11, 2019",0.659
"Sept. 10, 2019",0.6526
"Sept. 9, 2019",0.6342
"Sept. 6, 2019",0.6132
"Sept. 5, 2019",0.6227
"Sept. 4, 2019",0.6026
"Sept. 3, 2019",0.5886
"Aug. 31, 2019",0.6009
"Aug. 30, 2019",0.6048
"Aug. 29, 2019",0.6004
"Aug. 28, 2019",0.5841
"Aug. 27, 2019",0.5702
"Aug. 26, 2019",0.5815
"Aug. 23, 2019",0.5795
"Aug. 22, 2019",0.6029
"Aug. 21, 2019",0.6032
"Aug. 20, 2019",0.5942
"Aug. 19, 2019",0.6037
"Aug. 16, 2019",0.5949
"Aug. 15, 2019",0.5827
"Aug. 14, 2019",0.5913
"Aug. 13, 2019",0.6121
"Aug. 12, 2019",0.6057
"Aug. 9, 2019",0.6182
"Aug. 8, 2019",0.6262
"Aug. 7, 2019",0.6126
"Aug. 6, 2019",0.6146
"Aug. 5, 2019",0.5997
"Aug. 2, 2019",0.6243
"Aug. 1, 2019",0.6227
"July 31, 2019",0.6503
"July 30, 2019",0.6573
"July 29, 2019",0.6582
"July 26, 2019",0.6671
"July 25, 2019",0.6706
"July 24, 2019",0.6712
"July 23, 2019",0.6626
"July 22, 2019",0.6465
"July 19, 2019",0.6373
"July 18, 2019",0.6306
"July 17, 2019",0.6294
"July 16, 2019",0.6474
"July 15, 2019",0.6402
"July 12, 2019",0.6386
"July 11, 2019",0.62
"July 10, 2019",0.6101
"July 9, 2019",0.607
"July 8, 2019",0.6132
"July 5, 2019",0.6176
"July 3, 2019",0.6155
"July 2, 2019",0.6093
"July 1, 2019",0.6214
"June 28, 2019",0.6261
"June 27, 2019",0.6227
"June 26, 2019",0.6098
"June 25, 2019",0.5948
"June 24, 2019",0.6135
"June 21, 2019",0.6305
"June 20, 2019",0.6425
"June 19, 2019",0.6351
"June 18, 2019",0.6343
"June 17, 2019",0.6243
"June 14, 2019",0.6275
"June 13, 2019",0.6317
"June 12, 2019",0.6153
"June 11, 2019",0.608
"June 10, 2019",0.6171
"June 7, 2019",0.6026
"June 6, 2019",0.5981
"June 5, 2019",0.6047
"June 4, 2019",0.6085
"June 3, 2019",0.5809
"May 31, 2019",0.5883
"May 30, 2019",0.6108
"May 29, 2019",0.6168
"May 28, 2019",0.6125
"May 24, 2019",0.6182
"May 23, 2019",0.6208
"May 22, 2019",0.6262
"May 21, 2019",0.6494
"May 20, 2019",0.6502
"May 17, 2019",0.6568
"May 16, 2019",0.6795
"May 15, 2019",0.667
"May 14, 2019",0.6643
"May 13, 2019",0.666
"May 10, 2019",0.6881
"May 9, 2019",0.6941
"May 8, 2019",0.6936
"May 7, 2019",0.6984
"May 6, 2019",0.7175
"May 3, 2019",0.727
"May 2, 2019",0.723
"May 1, 2019",0.7175
"April 30, 2019",0.7324
"April 29, 2019",0.7214
"April 26, 2019",0.7114
"April 25, 2019",0.7301
"April 24, 2019",0.7648
"April 23, 2019",0.7543
"April 22, 2019",0.7576
"April 18, 2019",0.766
"April 17, 2019",0.7656
"April 16, 2019",0.7624
"April 15, 2019",0.7584
"April 12, 2019",0.7613
"April 11, 2019",0.7417
"April 10, 2019",0.7383
"April 9, 2019",0.7343
"April 8, 2019",0.7398
"April 5, 2019",0.7341
"April 4, 2019",0.7255
"April 3, 2019",0.7159
"April 2, 2019",0.7114
"April 1, 2019",0.7207
"March 29, 2019",0.7013
"March 28, 2019",0.6877
"March 27, 2019",0.6807
"March 26, 2019",0.6771
"March 25, 2019",0.6652
